source	target	interaction	genes	size	similarity
Orc1_removal_from_chromatin	Mitotic_G1_G1S_phases	overlap	Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Mcm7,Mcm8,Orc3,Skp1a,Cul1,Orc5,Skp2,Orc1,Cdt1	23	0.626602564102564
Orc1_removal_from_chromatin	S_Phase	overlap	Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Mcm7,Mcm8,Orc3,Skp1a,Cul1,Orc5,Skp2,Orc1,Cdt1	24	0.637931034482759
Orc1_removal_from_chromatin	Switching_of_origins_to_a_post_replicative_state	overlap	Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Mcm7,Mcm8,Orc3,Skp1a,Cul1,Orc5,Skp2,Orc1,Cdt1	24	0.779069767441861
PI5P_PP2A_and_IER3_Regulate_PI3KAKT_Signaling	Negative_regulation_of_the_PI3KAKT_network	overlap	Esr2,Pik3r2,Nrg3,Fgf15,Pik3cd,Pip4k2a,Fgf18,Egf,Ins1,Ins2,Src,Kit,Lck,Fgf4,Il1rl1,Insr,Fgf2,Fgfr1,Esr1,Pdgfa,Fgf6,Fgfr2,Myd88,Pik3r1,Pdgfra,Vav1,Pdgfb,Areg,Ptpn11,Fgf8,Fyn,Cd86,Pik3ca,Tgfa,Fgf9,Fgf1,Ppp2cb,Rac1,Fgf17,Ppp2ca,Traf6,Erbb2,Rhog,Cd80,Egfr,Fgfr4,Rac2,Btc,Hbegf,Grb2,Ppp2r5c,Ereg,Il1rap,Irak1,Pik3r3,Nrg1,Ppp2r5b,Ppp2r1a,Ppp2r1b,Pip4k2b,Pik3cb,Il33,Frs2,Epgn,Fgf23,Fgf16,Fgf20,Gab1,Nrg4,Pip5k1c,Pip5k1b,Pip5k1a,Pip4k2c,Strn,Pdgfrb,Kitl,Cd28,Irs1,Irs2,Trat1,Icos,Erbb4,Klb,Cd19,Pik3ap1,Ppp2r5e,Ppp2r5a,Ppp2r5d,Irak4,Kl,Fgf10,Fgf5,Fgf22,Fgf7,Hgf,Erbb3,Akt1,Mapk1,Mapk3	99	0.966981132075472
Platelet_homeostasis	Adrenalinenoradrenaline_inhibits_insulin_secretion	overlap	Gng4,Gng11,Gng8,Gng2,Gng3,Gngt1,Gngt2,Gng5,Gng5-Ps,Gng10,Gng12,Gng13,Gnb4,Gnb1,Gnb2,Gnb5,Gnb3	17	0.511363636363636
Platelet_homeostasis	Hemostasis	overlap	Apob,Prkg1,Fgr,Ptgir,Pla2g4a,Mapk14,Gng4,Gng11,Ppp2cb,Gng8,Gng2,Gng3,Ppp2ca,Pecam1,Gngt1,Gngt2,Gnas,Ppp2r1a,Ppp2r1b,Gng5,Gng5-Ps,Lrp8,Gng10,Gng12,Gng13,Mrvi1,Atp2b1,P2rx6,Atp2a2,Calm1,Calm2,Calm3,Itpr1,P2rx1,Itpr3,Slc8a1,Atp2b3,P2rx3,P2rx5,Trpc6,Atp2a3,Sri,Atp2b4,P2rx2,Slc8a2,Atp2a1,Atp2b2,Trpc7,P2rx7,Itpr2,Slc8a3,Gnb4,Gnb1,Gnb2,Gnb5,Gnb3,Ppp2r5c,Ppp2r5e,Ppp2r5a,Ppp2r5b,Ppp2r5d,Ptpn6,Ptpn11	63	0.589235127478754
RNA_Polymerase_II_Pre_transcription_Events	Formation_of_RNA_Pol_II_elongation_complex	overlap	Rtf1,Ercc2,Ell,Supt5,Gtf2h4,Polr2a,Tcea1,Nelfe,Ercc3,Mnat1,Polr2i,Polr2f,Polr2g,Elob,Polr2l,Supt4a,Eloc,Polr2c,Cdk7,Ssrp1,Gtf2f1,Ncbp1,Leo1,Ccnh,Ctr9,Supt6,Polr2k,Ccnt2,Ctdp1,Polr2e,Nelfa,Iws1,Nelfb,Eloa,Polr2b,Cdc73,Gtf2h5,Gtf2f2,Gtf2h3,Eaf2,Supt16,Nelfcd,Polr2h,Cdk9,Eaf1,Polr2d,Gtf2h1,Wdr61,Mllt1,Aff4,Gtf2h2,Ccnt1,Mllt3,Ncbp2	54	0.86
RNA_Polymerase_II_Pre_transcription_Events	RNA_Polymerase_II_Transcription_Elongation	overlap	Rtf1,Ercc2,Ell,Supt5,Gtf2h4,Polr2a,Tcea1,Nelfe,Ercc3,Mnat1,Polr2i,Polr2f,Polr2g,Elob,Polr2l,Supt4a,Eloc,Polr2c,Cdk7,Ssrp1,Gtf2f1,Ncbp1,Leo1,Ccnh,Ctr9,Supt6,Polr2k,Ccnt2,Ctdp1,Polr2e,Nelfa,Iws1,Nelfb,Eloa,Polr2b,Cdc73,Gtf2h5,Gtf2f2,Gtf2h3,Eaf2,Supt16,Nelfcd,Polr2h,Cdk9,Eaf1,Polr2d,Gtf2h1,Wdr61,Mllt1,Aff4,Gtf2h2,Ccnt1,Mllt3,Ncbp2	54	0.86
RNA_Polymerase_II_Transcription_Elongation	Formation_of_RNA_Pol_II_elongation_complex	overlap	Rtf1,Ercc2,Ell,Supt5,Gtf2h4,Polr2a,Tcea1,Nelfe,Ercc3,Mnat1,Polr2i,Polr2f,Polr2g,Elob,Polr2l,Supt4a,Eloc,Polr2c,Cdk7,Ssrp1,Gtf2f1,Ncbp1,Leo1,Ccnh,Ctr9,Supt6,Polr2k,Ccnt2,Ctdp1,Polr2e,Nelfa,Iws1,Nelfb,Eloa,Polr2b,Cdc73,Gtf2h5,Gtf2f2,Gtf2h3,Eaf2,Supt16,Nelfcd,Polr2h,Cdk9,Eaf1,Polr2d,Gtf2h1,Wdr61,Mllt1,Aff4,Gtf2h2,Ccnt1,Mllt3,Ncbp2	54	1
RNA_Polymerase_II_Transcription_Elongation	RNA_Polymerase_II_Pre_transcription_Events	overlap	Rtf1,Ercc2,Ell,Supt5,Gtf2h4,Polr2a,Tcea1,Nelfe,Ercc3,Mnat1,Polr2i,Polr2f,Polr2g,Elob,Polr2l,Supt4a,Eloc,Polr2c,Cdk7,Ssrp1,Gtf2f1,Ncbp1,Leo1,Ccnh,Ctr9,Supt6,Polr2k,Ccnt2,Ctdp1,Polr2e,Nelfa,Iws1,Nelfb,Eloa,Polr2b,Cdc73,Gtf2h5,Gtf2f2,Gtf2h3,Eaf2,Supt16,Nelfcd,Polr2h,Cdk9,Eaf1,Polr2d,Gtf2h1,Wdr61,Mllt1,Aff4,Gtf2h2,Ccnt1,Mllt3,Ncbp2	54	0.86
Regulation_of_actin_dynamics_for_phagocytic_cup_formation	Fcgamma_receptor_FCGR_dependent_phagocytosis	overlap	Fcgr4,Fcrl6,Myo10,Abl1,Hsp90aa1,Fcgr2b,Hsp90ab1,Cd3g,Cd247,Fcgr1,Vav1,Nckap1,Ptk2,Btk,Nf2,Syk,Arpc4,Actb,Cdc42,Actr2,Abi2,Rac1,Mapk1,Actg1,Was,Cyfip2,Grb2,Vav2,Mapk3,Crk,Wipf2,Cyfip1,Wasf2,Elmo2,Baiap2,Elmo1,Dock1,Abi1,Wipf1,Nckap1l,Wasf1,Wasf3,Brk1,Wasl,Myo5a,Actr3,Nck1,Arpc5,Arpc2,Nckipsd,Arpc3,Vav3,Arpc1a,Arpc1b,Limk1,Myh2,Myh9,Myo1c	58	0.876623376623377
S_Phase	Activation_of_the_pre_replicative_complex	overlap	Pole2,Orc4,Cdc6,Prim1,Mcm3,Prim2,Pola2,Mcm4,Mcm2,Mcm6,Cdk2,Orc2,Mcm7,Rpa1,Pole4,Rpa3,Mcm8,Orc3,Pole3,Orc5,Pole,Orc1,Pola1,Cdt1	24	0.544227886056971
S_Phase	DNA_Replication	overlap	Cdc27,Pold2,Pole2,Orc4,Cdc6,Ubb,Ubc,Pcna,Prim1,Mcm3,Prim2,Pola2,Rfc1,Mcm4,Ccna2,Pold1,Ube2e1,Anapc1,Anapc15,Ube2d1,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Dna2,Cdc23,Anapc5,Anapc2,Anapc10,Rfc3,Cdc16,Rpa1,Anapc4,Rfc4,Cdc26,Gins4,Anapc16,Anapc11,Pole4,Rpa3,Pold4,Mcm8,Gins1,Rfc5,Ube2c,Gins2,Pold3,Orc3,Pole3,Fzr1,Skp1a,Cul1,Rfc2,Orc5,Pole,Anapc7,Skp2,Orc1,Ccne2,Pola1,Cdt1,Gins3	68	0.635408914247912
S_Phase	G1S_Transition	overlap	Pole2,Orc4,Cdc6,Ubb,Ubc,Prim1,Mcm3,Ccnd1,Cdk4,Prim2,Pola2,Cdkn1a,Cdkn1b,Cdc25a,Mcm4,Ccna2,Cks1b,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Rpa1,Pole4,Rpa3,Mcm8,Cables1,Orc3,Pole3,Skp1a,Cul1,Orc5,Pole,Skp2,Orc1,Ccne2,Pola1,Cdt1,Ptk6	43	0.617535903250189
S_Phase	Synthesis_of_DNA	overlap	Cdc27,Pold2,Pole2,Orc4,Cdc6,Ubb,Ubc,Pcna,Prim1,Mcm3,Prim2,Pola2,Rfc1,Mcm4,Ccna2,Pold1,Ube2e1,Anapc1,Anapc15,Ube2d1,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Dna2,Cdc23,Anapc5,Anapc2,Anapc10,Rfc3,Cdc16,Rpa1,Anapc4,Rfc4,Cdc26,Gins4,Anapc16,Anapc11,Pole4,Rpa3,Pold4,Mcm8,Gins1,Rfc5,Ube2c,Gins2,Pold3,Orc3,Pole3,Fzr1,Skp1a,Cul1,Rfc2,Orc5,Pole,Anapc7,Skp2,Orc1,Ccne2,Pola1,Cdt1,Gins3	68	0.890804597701149
S_Phase	Orc1_removal_from_chromatin	overlap	Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Mcm7,Mcm8,Orc3,Skp1a,Cul1,Orc5,Skp2,Orc1,Cdt1	24	0.637931034482759
S_Phase	Switching_of_origins_to_a_post_replicative_state	overlap	Cdc27,Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Ube2e1,Anapc1,Anapc15,Ube2d1,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Cdc23,Anapc5,Anapc2,Anapc10,Cdc16,Anapc4,Cdc26,Anapc16,Anapc11,Mcm8,Ube2c,Orc3,Fzr1,Skp1a,Cul1,Orc5,Anapc7,Skp2,Orc1,Ccne2,Cdt1	43	0.747126436781609
Signaling_by_GPCR	Adrenalinenoradrenaline_inhibits_insulin_secretion	overlap	Gnai1,Gnai2,Gnb4,Gng4,Gng11,Gnb1,Gnb2,Gnb5,Gng8,Gng2,Gng3,Adcy5,Adcy6,Gnb3,Gngt1,Gngt2,Gng5,Gng5-Ps,Gng10,Gng12,Gng13,Adra2c	22	0.511178861788618
Signaling_by_GPCR	Class_B2_Secretin_family_receptors	overlap	Ghrh,Gnb4,Crhr1,Vipr2,Gip,Gng4,Gcg,Gng11,Gnb1,Gnb2,Gnb5,Gng8,Gng2,Gng3,Adcyap1r1,Vipr1,Sct,Crhr2,Calcr,Gnb3,Gngt1,Gngt2,Cd55,Gnas,Gng5,Gng5-Ps,Crh,Pth2,Gng10,Gng12,Gng13,Calcrl,Ramp1,Ramp2,Ramp3,Pth,Ghrhr,Gcgr,Glp1r,Adcyap1,Iapp,Vip,Pth1r,Calca,Adm,Gipr,Sctr,Glp2r,Adm2,Pth2r,Ucn,Ucn3,Ucn2,Adgre5,Crhbp	55	0.527947154471545
Signaling_by_GPCR	GPCR_downstream_signalling	overlap	Lrp2,Agrn,Fpr-Rs4,Gnai1,Cngb1,Apob,Npffr1,C130060k24rik,Akr1c19,Rgsl1,Gm20594,Metap2,F2rl2,Cckar,Fpr3,Rgs2,Sstr5,Pik3r2,Cx3cl1,Rrh,Opn1mw,Ppef1,Ccl25,Sdc4,Ccr6,Rgs9,Rgs7,Cxcl13,Rdh5,Hcrt,Grk4,Nmt1,Nmt2,Gnaz,Ccl19,Gm2023,Ntsr1,Cxcr3,Adcy1,Fpr2,Fpr-Rs3,F2rl3,C3,Pomc,Cga,Prkaca,Saa1,Src,Hc,Apoa4,Ttr,Apoe,Gnai2,Pde6g,Apoa2,Nps,Calm1,Calm2,Calm3,Anxa1,Ppy,Cxcl2,App,Pcp2,Prkar1b,Cxcl1,Rho,Ghrh,Rps6ka1,Rps6ka3,Adrb2,Sdc1,Gnao1,F2,Sag,Prkca,Gnat1,Gna11,Gnaq,Penk,Edn1,Adrb3,Pik3r1,Gna12,Gna13,Prkcd,Gnb4,Agtr1a,Tacr1,F2r,Gna14,Gna15,Sstr1,Sstr2,Ccl5,Sstr3,Tbxa2r,Prkar2b,Apoc3,Rcvrn,Adrb1,Crhr1,P2ry2,Avp,Cxcl12,Tac1,Vipr2,Oprm1,Ptgir,Sdc2,Akr1b8,Gal,Ccr7,Tacr3,Edn3,Ednrb,Gip,Cdk5,P2ry1,Sstr4,Npbwr1,Gnat2,Gng4,Cxcl5,Opn1sw,Gpc4,Ccr1,Ccr5,Adcy7,Adcy9,Gcg,Cckbr,Ccr8,Npy,Hcrtr1,Sst,Cdc42,Gng11,Ppp2cb,Rhob,Gnb1,Gnb2,Gnb5,Gng8,Mapk1,Gng2,Gng3,Prkcg,Ppp2ca,Adcyap1r1,Ntsr2,Cxcr4,Akr1c6,Adcy5,Ccl21a,Gm1987,Ccl21c,Loc100041504,Loc100041593,Ccl21b,Gm10591,Gm13304,Gm21541,Adcy8,Vipr1,Oxtr,Apoa1,Rbp4,Egfr,Adcy6,Gnrhr,Apoc2,Gm44805,Hspg2,Hbegf,Sct,Rgs9bp,Fpr-Rs6,Gpsm3,Camkmt,Gnat3,Dhrs9,Rtp3,Grb2,Fshb,Crhr2,Calcr,Akt2,Ppp1r1b,Gnb3,Gngt1,Gngt2,Psap,Arhgef1,Fnta,Ednra,Rhoc,Sos1,Trh,Mapk3,Pik3r3,Pnoc,Sdc3,Awat2,Gpsm1,Gnas,Rxfp1,Kng2,Opn5,Cxcl3,Kiss1,Uts2b,Ffar1,Ppp2r1a,Ffar4,Ppp2r1b,Lrp10,Rxfp4,Gng5,Gng5-Ps,Gabbr2,Rtp2,Gphb5,Reep1,Gpc2,Metap1,Cxcl16,Lrp12,Nmur2,Rtp1,Gpc5,Gpc3,Gnal,Rdh1,Rln3,Crh,Plxnb1,Mchr1,Akr1c18,Reep4,Fntb,Sdr9c7,Prokr2,Grp,Akr1c13,Akr1c20,Reep2,Rdh10,Gpsm2,Adcy3,Ppp2r5d,Pth2,Adcy4,Akr1c14,Lrp1,Npffr2,Lrp8,Tas1r3,Gpha2,Reep3,Grk2,Rgs18,P2ry12,Clps,Nmb,Rgs19,Gng10,Gng12,Prkar1a,Rgs3,Gnai3,Pyy,Ppbp,Ghrl,Rtp4,Pik3cg,Lrat,Prokr1,Ccr10,Akr1c12,Reep6,Gng13,Rhoa,Nmu,Rdh11,Gpc1,Uts2,Gpc6,Hsd17b6,Apln,Calcrl,Ramp1,Opn3,Ramp2,Ramp3,Rps6ka2,Ccr9,Mapk7,Pth,Pf4,Pdpk1,Rgr,Rgs11,Rgs6,Rgs21,Plcb2,Abca4,Mgll,Itpr1,Cnga1,Guca1a,Plcb3,Gucy2e,Itpr3,Myo7a,Gucy2f,Dagla,Abhd6,Guca1b,Daglb,Rpe65,Abhd12,Cyp4v3,Bco1,Plcb1,Itpr2,Hebp1,Npw,Gpr31b,S1pr1,Rgs5,Rgs4,C3ar1,Nmur1,Npy5r,Galr3,Galr2,Ccl20,Ccl1,Ccl4,Cxcl10,Cxcl9,Ccl6,Htr1b,Drd3,Htr5a,C5ar1,Chrm4,Bdkrb2,Oprd1,Oprk1,Fpr1,Cxcr2,Agtr2,Oprl1,Grm8,Cnr1,Cnr2,Drd4,Ccl9,Ccr3,Ccr4,S1pr2,Cort,Galr1,Ackr3,Pmch,Hrh3,Tas2r118,Tas2r130,Tas2r126,Drd2,Lpar1,Npy2r,Rgs16,Rgs14,Adra2c,Htr1f,Npy1r,Cxcr5,Grm2,Gpr183,Gpr55,Nms,Grm6,Adora1,Npy4r,Bdkrb1,Mtnr1a,Htr1d,Htr1a,Grm7,Grm4,Oxgr1,Gpr17,Tas2r131,Tas2r121,Tas2r120,Tas2r106,Tas2r140,Tas2r139,Tas2r138,Tas2r137,Tas2r136,Tas2r135,Tas2r144,Cxcr1,Rxfp3,Gper1,Rgs8,Rgs12,Gpr18,Rgs13,Npb,Plcb4,S1pr5,Hrh4,Tas1r2,Gpr37l1,Sucnr1,Tas1r1,Rgs10,P2ry13,Hcar2,Cxcr6,Lpar3,Chrm2,P2ry14,Cxcl11,Ccl28,P2ry4,Tas2r119,Tas2r108,Rgs1,Gpr37,Casr,Grm3,Rgs17,Rgs20,Insl5,Aplnr,Gabbr1,Cx3cr1,S1pr4,S1pr3,Ccl27a,Gm13306,Gm2506,Ccl27b,Loc100861978,Ptgdr2,Npff,Qrfp,Rbp2,Cck,Pik3ca,Pde6b,Rlbp1,Hcrtr2,Nts,Mc3r,Mc4r,Mc1r,Mc2r,Lhcgr,Fshr,Tshr,Stra6,Npsr1,Pde1b,Pde1a,Pde1c,Camkk2,Camkk1,Ghrhr,Creb1,Grk6,Grk3,Arrb1,Grk5,Arrb2,F2rl1,Mmp10,Mmp3,Kalrn,Brs3,Nmbr,Ltb4r1,Chrm1,Gnrh1,Grpr,Trhr,Edn2,Tacr2,Htr2c,Htr2a,Ptger1,Oxt,Btk,Ptgfr,Xcl1,Gast,Tac2,Hrh1,Gpr143,Adra1a,Grm1,Htr2b,Trio,Prok1,Ffar3,Grm5,Gpr65,Gcgr,Ptafr,Avpr1a,Gpr68,P2ry10,Lpar4,Lpar6,Gpr4,Gprc6a,Ffar2,Uts2r,Kiss1r,Cysltr2,Chrm5,Cysltr1,Ghsr,Arhgef25,P2ry6,Chrm3,Ltb4r2,Prok2,Opn4,Avpr1b,Gpr132,Arhgef12,Glp1r,Gpr27,Adcyap1,Avpr2,Gpr25,Iapp,Gpr83,Ptger4,Htr7,Vip,Pth1r,Calca,Ptgdr,Htr4,Hrh2,Adm,Gipr,Gpr15,Pik3r6,Sctr,Glp2r,Taar9,Taar8b,Taar6,Taar5,Taar3,Taar2,Pik3r5,Adora2a,Adora2b,Drd1,Ptger2,Adm2,Gpbar1,Gpr176,Gpr150,Drd5,Gpr20,Gpr84,Arhgef6,Pth2r,Rxfp2,Taar1,Gpr45,Htr6,Rock1,Rock2,Olfr455,Olfr576,Olfr391-Ps,Olfr65,Olfr1245,Olfr1458,Olfr1248,Olfr1034,Olfr1366,Olfr1006,Olfr267,Olfr1023,Olfr1016,Olfr1247,Olfr1123,Olfr1032,Olfr1206,Olfr1253,Olfr1189,Olfr1097,Olfr1098,Olfr1104,Olfr1157,Olfr1234,Olfr1303,Olfr110,Olfr727,Olfr59,Olfr102,Olfr221,Olfr1496,Olfr39,Olfr918,Olfr218,Olfr585,Olfr196,Olfr68,Olfr287,Olfr723,Olfr1510,Olfr220,Olfr231,Olfr750,Olfr31,Olfr571,Olfr749,Olfr420,Olfr376,Olfr520,Olfr552,Olfr554,Olfr555,Olfr556,Olfr557,Olfr568,Olfr430,Olfr414,Olfr640,Olfr370,Olfr172,Olfr730,Olfr978,Olfr748,Olfr173,Olfr67,Olfr631,Olfr64,Olfr66,Olfr574,Olfr417,Olfr152,Olfr936,Olfr694,Olfr635,Olfr1564,Olfr237-Ps1,Olfr1022,Olfr1249,Olfr1053,Olfr191,Olfr92,Olfr224,Olfr15,Olfr1537,Olfr18,Olfr1428,Olfr90,Olfr125,Olfr733,Olfr681,Olfr1209,Olfr331,Olfr322,Olfr323,Olfr325,Olfr328,Olfr318,Olfr381,Olfr464,Olfr462,Olfr3,Olfr145,Olfr146,Olfr147,Olfr11,Olfr151,Olfr16,Olfr94,Olfr93,Olfr1509,Olfr1500,Olfr1465,Olfr1463,Olfr1434,Olfr1415,Olfr1396,Olfr1386,Olfr263,Olfr1359,Olfr1357,Olfr1356,Olfr1252,Olfr1251,Olfr1246,Olfr1211,Olfr1204,Olfr1111,Olfr1101,Olfr1057,Olfr1046,Olfr1045,Olfr1042,Olfr1031,Olfr1028,Olfr963,Olfr924,Olfr923,Olfr874,Olfr834,Olfr814,Olfr813,Olfr782,Olfr745,Olfr744,Olfr735,Olfr728,Olfr17,Olfr714,Olfr699,Olfr698,Olfr657,Olfr453,Olfr452,Olfr429,Olfr412,Olfr43,Olfr403,Olfr399,Olfr23,Olfr392,Olfr389,Olfr384,Olfr20,Olfr314,Olfr309,Olfr295,Olfr275,Olfr222,Olfr198,Olfr193,Olfr169,Olfr78,Olfr63,Olfr448,Olfr729,Olfr780,Olfr981,Olfr446,Olfr437,Olfr1461,Olfr518,Olfr186,Olfr958,Olfr1259,Olfr1269,Olfr390,Olfr692,Olfr677,Olfr1093,Olfr434,Olfr368,Olfr461,Olfr460,Olfr720,Olfr1420,Olfr1512,Olfr994,Olfr995,Olfr993,Olfr998,Olfr382,Olfr1309,Olfr1310,Olfr693,Olfr1241,Olfr1202,Olfr1254,Olfr137,Olfr722,Olfr95,Olfr96,Olfr854,Olfr850,Olfr1361,Olfr786,Olfr788,Olfr1457,Olfr1020,Olfr52,Olfr1100,Olfr695,Olfr697,Olfr700,Olfr24,Olfr984,Olfr229,Olfr986,Olfr307,Olfr308,Olfr357,Olfr355,Olfr350,Olfr1151,Olfr1155,Olfr1163,Olfr365,Olfr734,Olfr825,Olfr1423,Olfr1459,Olfr1467,Olfr1454,Olfr1462,Olfr1466,Olfr1469,Olfr1453,Olfr1448,Olfr1444,Olfr1447,Olfr1446,Olfr1451,Olfr410,Olfr502,Olfr1497,Olfr935,Olfr648,Olfr678,Olfr767,Olfr1099,Olfr508,Olfr472,Olfr473,Olfr821,Olfr715,Olfr1238,Olfr1263,Olfr1502,Olfr1240,Olfr273,Olfr109,Olfr272,Olfr982,Olfr985,Olfr161,Olfr56,Olfr330,Olfr1,Olfr808,Olfr791,Olfr796,Olfr802,Olfr790,Olfr167,Olfr354,Olfr351,Olfr1250,Olfr1242,Olfr1243,Olfr1258,Olfr1260,Olfr1257,Olfr1256,Olfr1270,Olfr38,Olfr1494,Olfr195,Olfr395,Olfr394,Olfr393,Olfr1044,Olfr1047,Olfr1038-Ps,Olfr1019,Olfr385,Olfr378,Olfr380,Olfr1416,Olfr1414,Olfr1351,Olfr57,Olfr669,Olfr683,Olfr362,Olfr589,Olfr584,Olfr646,Olfr691,Olfr449,Olfr166,Olfr641,Olfr656,Olfr558,Olfr666,Olfr980,Olfr979,Olfr577,Olfr578,Olfr713,Olfr73,Olfr103,Olfr101,Olfr459,Olfr661,Olfr703,Olfr704,Olfr705,Olfr716,Olfr27,Olfr944,Olfr943,Olfr951,Olfr948,Olfr971,Olfr933,Olfr878,Olfr937,Olfr945,Olfr954,Olfr44,Olfr19,Olfr2,Olfr71,Olfr1264,Olfr1508,Pla2g4a,Kras,Hras,Pde4b,Pnlip,Rbp1,Akt1,Akt3,Dgki,Dgkh,Dgkd,Dgkk,Dgka,Dgkb,Dgkq,Dgkz,Dgkg,Dgke,Dhrs3,Rdh12,Pde8a,Pde4a,Pde11a,Pde7a,Pde4d,Pde4c,Pde3b,Pde10a,Pde7b,Pde3a	969	0.992378048780488
