GeneID_mouse	GeneSymbol_mouse	GeneID_human	GeneSymbol_human
ENSMUSG00000046516	Cox17	ENSG00000138495	COX17
ENSMUSG00000020549	Elac2	ENSG00000006744	ELAC2
ENSMUSG00000013160	Atp6v0d1	ENSG00000159720	ATP6V0D1
ENSMUSG00000020827	Mink1	ENSG00000141503	MINK1
ENSMUSG00000003123	Lipe	ENSG00000079435	LIPE
ENSMUSG00000078779	Zfp59	ENSG00000197782	ZNF780A
ENSMUSG00000064128	Cenpj	ENSG00000151849	CENPJ
ENSMUSG00000039826	Trub2	ENSG00000167112	TRUB2
ENSMUSG00000030779	Rbbp6	ENSG00000122257	RBBP6
ENSMUSG00000022820	Ndufb4	ENSG00000065518	NDUFB4
ENSMUSG00000027131	Emc4	ENSG00000128463	EMC4
ENSMUSG00000022339	Ebag9	ENSG00000147654	EBAG9
ENSMUSG00000071757	Zhx2	ENSG00000178764	ZHX2
ENSMUSG00000050812	Ecpas	ENSG00000136813	ECPAS
ENSMUSG00000024597	Slc12a2	ENSG00000064651	SLC12A2
ENSMUSG00000096199	Ptrhd1	ENSG00000184924	PTRHD1
ENSMUSG00000003948	Mmd	ENSG00000108960	MMD
ENSMUSG00000038622	Med30	ENSG00000164758	MED30
ENSMUSG00000021103	Mnat1	ENSG00000020426	MNAT1
ENSMUSG00000021276	Cinp	ENSG00000100865	CINP
ENSMUSG00000032076	Cadm1	ENSG00000182985	CADM1
ENSMUSG00000026939	Tmem141	ENSG00000244187	TMEM141
ENSMUSG00000033961	Zfp446	ENSG00000083838	ZNF446
ENSMUSG00000020647	Ncoa1	ENSG00000084676	NCOA1
ENSMUSG00000029190	D5Ertd579e	ENSG00000170871	KIAA0232
ENSMUSG00000020173	Cobl	ENSG00000106078	COBL
ENSMUSG00000053886	Sh2d4a	ENSG00000104611	SH2D4A
ENSMUSG00000026965	Anapc2	ENSG00000176248	ANAPC2
ENSMUSG00000005483	Dnajb1	ENSG00000132002	DNAJB1
ENSMUSG00000039770	Ypel5	ENSG00000119801	YPEL5
ENSMUSG00000001289	Pfdn5	ENSG00000123349	PFDN5
ENSMUSG00000046138	9930021J03Rik	ENSG00000183354	KIAA2026
ENSMUSG00000046879	Irgm1	ENSG00000237693	IRGM
ENSMUSG00000043415	Otud1	ENSG00000165312	OTUD1
ENSMUSG00000017146	Brca1	ENSG00000012048	BRCA1
ENSMUSG00000042340	Ctf1	ENSG00000150281	CTF1
ENSMUSG00000038517	Tbkbp1	ENSG00000198933	TBKBP1
ENSMUSG00000032359	Ctsh	ENSG00000103811	CTSH
ENSMUSG00000033209	Ttc28	ENSG00000100154	TTC28
ENSMUSG00000000682	Cd52	ENSG00000169442	CD52
ENSMUSG00000022365	Derl1	ENSG00000136986	DERL1
ENSMUSG00000052337	Immt	ENSG00000132305	IMMT
ENSMUSG00000020079	Supv3l1	ENSG00000156502	SUPV3L1
ENSMUSG00000038250	Usp38	ENSG00000170185	USP38
ENSMUSG00000036959	Bcorl1	ENSG00000085185	BCORL1
ENSMUSG00000118516		ENSG00000100197	CYP2D6
ENSMUSG00000063849	Ppcdc	ENSG00000138621	PPCDC
ENSMUSG00000043639	Rbm20	ENSG00000203867	RBM20
ENSMUSG00000022614	Lmf2	ENSG00000100258	LMF2
ENSMUSG00000028086	Fbxw7	ENSG00000109670	FBXW7
ENSMUSG00000022106	Rcbtb2	ENSG00000136161	RCBTB2
ENSMUSG00000039100	March6	ENSG00000145495	MARCH6
ENSMUSG00000034361	Cpne2	ENSG00000140848	CPNE2
ENSMUSG00000007036	Abhd16a	ENSG00000204427	ABHD16A
ENSMUSG00000028851	Nudc	ENSG00000090273	NUDC
ENSMUSG00000023106	Denr	ENSG00000139726	DENR
ENSMUSG00000069744	Psmb3	ENSG00000277791	PSMB3
ENSMUSG00000064037	Gpn1	ENSG00000198522	GPN1
ENSMUSG00000031278	Acsl4	ENSG00000068366	ACSL4
ENSMUSG00000038619	Ensa	ENSG00000143420	ENSA
ENSMUSG00000055612	Cdca7	ENSG00000144354	CDCA7
ENSMUSG00000103421	Golt1a	ENSG00000174567	GOLT1A
ENSMUSG00000030208	Emp1	ENSG00000134531	EMP1
ENSMUSG00000038271	Iffo1	ENSG00000010295	IFFO1
ENSMUSG00000019471	Cdc37	ENSG00000105401	CDC37
ENSMUSG00000039585	Myo9a	ENSG00000066933	MYO9A
ENSMUSG00000031667	Aktip	ENSG00000166971	AKTIP
ENSMUSG00000036246	Gmip	ENSG00000089639	GMIP
ENSMUSG00000028256	Odf2l	ENSG00000122417	ODF2L
ENSMUSG00000074909	Ranbp6	ENSG00000137040	RANBP6
ENSMUSG00000038522	Mfsd4b1	ENSG00000173214	MFSD4B
ENSMUSG00000093904	Tomm20	ENSG00000173726	TOMM20
ENSMUSG00000019927	Ube2d1	ENSG00000072401	UBE2D1
ENSMUSG00000014329	Bicc1	ENSG00000122870	BICC1
ENSMUSG00000027706	Sec62	ENSG00000008952	SEC62
ENSMUSG00000089669	Tnfsf13	ENSG00000161955	TNFSF13
ENSMUSG00000025612	Bach1	ENSG00000156273	BACH1
ENSMUSG00000064145	Arih2	ENSG00000177479	ARIH2
ENSMUSG00000040363	Bcor	ENSG00000183337	BCOR
ENSMUSG00000024581	Napg	ENSG00000134265	NAPG
ENSMUSG00000090035	Galnt4	ENSG00000259075	POC1B-GALNT4
ENSMUSG00000090035	Galnt4	ENSG00000257594	GALNT4
ENSMUSG00000021905	Dph3	ENSG00000154813	DPH3
ENSMUSG00000050079	Rspry1	ENSG00000159579	RSPRY1
ENSMUSG00000022337	Emc2	ENSG00000104412	EMC2
ENSMUSG00000022540	Rogdi	ENSG00000067836	ROGDI
ENSMUSG00000021242	Npc2	ENSG00000119655	NPC2
ENSMUSG00000052776	Oas1a	ENSG00000089127	OAS1
ENSMUSG00000005102	Eif2ak4	ENSG00000128829	EIF2AK4
ENSMUSG00000039853	Trim14	ENSG00000106785	TRIM14
ENSMUSG00000027176	Cstf3	ENSG00000176102	CSTF3
ENSMUSG00000025369	Smarcc2	ENSG00000139613	SMARCC2
ENSMUSG00000029198	Grpel1	ENSG00000109519	GRPEL1
ENSMUSG00000027932	Slc27a3	ENSG00000143554	SLC27A3
ENSMUSG00000035674	Ndufa3	ENSG00000170906	NDUFA3
ENSMUSG00000029106	Add1	ENSG00000087274	ADD1
ENSMUSG00000028165	Cisd2	ENSG00000145354	CISD2
ENSMUSG00000029614	Rpl6	ENSG00000089009	RPL6
ENSMUSG00000002265	Peg3	ENSG00000198300	PEG3
ENSMUSG00000059070	Rpl18	ENSG00000063177	RPL18
ENSMUSG00000029299	Abcg3	ENSG00000118777	ABCG2
ENSMUSG00000023051	Tarbp2	ENSG00000139546	TARBP2
ENSMUSG00000023886	Smoc2	ENSG00000112562	SMOC2
ENSMUSG00000027692	Tnik	ENSG00000154310	TNIK
ENSMUSG00000028878	Fam76a	ENSG00000009780	FAM76A
ENSMUSG00000026426	Arl8a	ENSG00000143862	ARL8A
ENSMUSG00000039221	Rpl22l1	ENSG00000163584	RPL22L1
ENSMUSG00000062627	Mysm1	ENSG00000162601	MYSM1
ENSMUSG00000033207	Mamdc2	ENSG00000165072	MAMDC2
ENSMUSG00000042348	Arl15	ENSG00000185305	ARL15
ENSMUSG00000026755	Arpc5l	ENSG00000136950	ARPC5L
ENSMUSG00000028780	Sema3c	ENSG00000075223	SEMA3C
ENSMUSG00000078350	Smim1	ENSG00000235169	SMIM1
ENSMUSG00000040843	Tiprl	ENSG00000143155	TIPRL
ENSMUSG00000042705	Commd10	ENSG00000145781	COMMD10
ENSMUSG00000036769	Wdr44	ENSG00000131725	WDR44
ENSMUSG00000062761	Zfp512	ENSG00000243943	ZNF512
ENSMUSG00000026581	Sell	ENSG00000188404	SELL
ENSMUSG00000007564	Ppp2r1a	ENSG00000105568	PPP2R1A
ENSMUSG00000068457	Uty	ENSG00000183878	UTY
ENSMUSG00000049811	Fam161a	ENSG00000170264	FAM161A
ENSMUSG00000067219	Nipal1	ENSG00000163293	NIPAL1
ENSMUSG00000037410	Tbc1d2b	ENSG00000167202	TBC1D2B
ENSMUSG00000029640	Usp12	ENSG00000152484	USP12
ENSMUSG00000022742	Cpox	ENSG00000080819	CPOX
ENSMUSG00000039196	Orm1	ENSG00000229314	ORM1
ENSMUSG00000039196	Orm1	ENSG00000228278	ORM2
ENSMUSG00000029625	Cpsf4	ENSG00000160917	CPSF4
ENSMUSG00000039108	Lsm14b	ENSG00000149657	LSM14B
ENSMUSG00000031422	Morf4l2	ENSG00000123562	MORF4L2
ENSMUSG00000029464	Gpn3	ENSG00000111231	GPN3
ENSMUSG00000078495	Zfp984	ENSG00000196378	ZNF34
ENSMUSG00000070733	Fryl	ENSG00000075539	FRYL
ENSMUSG00000093930	Hmgcs1	ENSG00000112972	HMGCS1
ENSMUSG00000020982	Nemf	ENSG00000165525	NEMF
ENSMUSG00000111692	Gm49373	ENSG00000267673	FDX2
ENSMUSG00000111692	Gm49373	ENSG00000167807	
ENSMUSG00000046791	Riox1	ENSG00000170468	RIOX1
ENSMUSG00000027566	Psma7	ENSG00000101182	PSMA7
ENSMUSG00000022641	Bbx	ENSG00000114439	BBX
ENSMUSG00000042810	Krba1	ENSG00000133619	KRBA1
ENSMUSG00000030759	Far1	ENSG00000197601	FAR1
ENSMUSG00000016308	Ube2a	ENSG00000077721	UBE2A
ENSMUSG00000025608	Podxl	ENSG00000128567	PODXL
ENSMUSG00000022324	Matn2	ENSG00000132561	MATN2
ENSMUSG00000032393	Dpp8	ENSG00000074603	DPP8
ENSMUSG00000074457	S100a16	ENSG00000188643	S100A16
ENSMUSG00000007833	Aldh16a1	ENSG00000161618	ALDH16A1
ENSMUSG00000039783	Kmo	ENSG00000117009	KMO
ENSMUSG00000032220	Myo1e	ENSG00000157483	MYO1E
ENSMUSG00000030806	Stx1b	ENSG00000099365	STX1B
ENSMUSG00000005683	Cs	ENSG00000062485	CS
ENSMUSG00000021306	Gpr137b	ENSG00000077585	GPR137B
ENSMUSG00000050737	Ptges	ENSG00000148344	PTGES
ENSMUSG00000064262	Gimap8	ENSG00000171115	GIMAP8
ENSMUSG00000026924	Sec16a	ENSG00000148396	SEC16A
ENSMUSG00000050188	Lsm10	ENSG00000181817	LSM10
ENSMUSG00000020153	Ndufs7	ENSG00000115286	NDUFS7
ENSMUSG00000033220	Rac2	ENSG00000128340	RAC2
ENSMUSG00000027130	Slc12a6	ENSG00000140199	SLC12A6
ENSMUSG00000002326	Gmpr2	ENSG00000100938	GMPR2
ENSMUSG00000024392	Bag6	ENSG00000204463	BAG6
ENSMUSG00000021238	Aldh6a1	ENSG00000119711	ALDH6A1
ENSMUSG00000055401	Fbxo6	ENSG00000116663	FBXO6
ENSMUSG00000031467	Agpat5	ENSG00000155189	AGPAT5
ENSMUSG00000028894	Inpp5b	ENSG00000204084	INPP5B
ENSMUSG00000000374	Trappc10	ENSG00000160218	TRAPPC10
ENSMUSG00000006763	Saal1	ENSG00000166788	SAAL1
ENSMUSG00000042364	Snx18	ENSG00000178996	SNX18
ENSMUSG00000039286	Fndc3b	ENSG00000075420	FNDC3B
ENSMUSG00000029723	Tsc22d4	ENSG00000166925	TSC22D4
ENSMUSG00000027012	Dync1i2	ENSG00000077380	DYNC1I2
ENSMUSG00000030595	Nfkbib	ENSG00000104825	NFKBIB
ENSMUSG00000032384	Csnk1g1	ENSG00000169118	CSNK1G1
ENSMUSG00000021033	Gstz1	ENSG00000100577	GSTZ1
ENSMUSG00000026526	Fh1	ENSG00000091483	FH
ENSMUSG00000047248	C2cd3	ENSG00000168014	C2CD3
ENSMUSG00000051675	Trim32	ENSG00000119401	TRIM32
ENSMUSG00000035011	Zbtb7a	ENSG00000178951	ZBTB7A
ENSMUSG00000009566	Fpgs	ENSG00000136877	FPGS
ENSMUSG00000046380	Jrk	ENSG00000234616	JRK
ENSMUSG00000040725	Hnrnpul1	ENSG00000105323	HNRNPUL1
ENSMUSG00000043439	Epop	ENSG00000273604	EPOP
ENSMUSG00000073418	C4b	ENSG00000224389	C4B
ENSMUSG00000022414	Tab1	ENSG00000100324	TAB1
ENSMUSG00000038312	Edem2	ENSG00000088298	EDEM2
ENSMUSG00000026915	Strbp	ENSG00000165209	STRBP
ENSMUSG00000034586	Hid1	ENSG00000167861	HID1
ENSMUSG00000045733	Sprn	ENSG00000203772	SPRN
ENSMUSG00000018428	Akap1	ENSG00000121057	AKAP1
ENSMUSG00000035247	Hectd1	ENSG00000092148	HECTD1
ENSMUSG00000093574	Gm20671	ENSG00000241878	PISD
ENSMUSG00000021947	Cryl1	ENSG00000165475	CRYL1
ENSMUSG00000046096	Mosmo	ENSG00000185716	MOSMO
ENSMUSG00000030120	Mlf2	ENSG00000089693	MLF2
ENSMUSG00000038301	Snx10	ENSG00000086300	SNX10
ENSMUSG00000028007	Snx7	ENSG00000162627	SNX7
ENSMUSG00000036825	Ssx2ip	ENSG00000117155	SSX2IP
ENSMUSG00000030378	Sult2a8	ENSG00000105398	SULT2A1
ENSMUSG00000015224	Cyp2j9	ENSG00000134716	CYP2J2
ENSMUSG00000037089	Slc35b2	ENSG00000157593	SLC35B2
ENSMUSG00000034993	Vat1	ENSG00000108828	VAT1
ENSMUSG00000021139	Gm20498	ENSG00000258644	SYNJ2BP-COX16
ENSMUSG00000029094	Afap1	ENSG00000196526	AFAP1
ENSMUSG00000004266	Ptpn6	ENSG00000111679	PTPN6
ENSMUSG00000008153	Clstn3	ENSG00000139182	CLSTN3
ENSMUSG00000091811	Inafm1	ENSG00000257704	INAFM1
ENSMUSG00000022440	C1qtnf6	ENSG00000133466	C1QTNF6
ENSMUSG00000027104	Atf2	ENSG00000115966	ATF2
ENSMUSG00000063412	Gm10131	ENSG00000100632	ERH
ENSMUSG00000017718	Afmid	ENSG00000183077	AFMID
ENSMUSG00000055805	Fmnl1	ENSG00000184922	FMNL1
ENSMUSG00000032652	Crebl2	ENSG00000111269	CREBL2
ENSMUSG00000022664	Slc35a5	ENSG00000138459	SLC35A5
ENSMUSG00000022425	Enpp2	ENSG00000136960	ENPP2
ENSMUSG00000027397	Slc20a1	ENSG00000144136	SLC20A1
ENSMUSG00000089876	Tmem102	ENSG00000181284	TMEM102
ENSMUSG00000032127	Vps11	ENSG00000160695	VPS11
ENSMUSG00000037946	Fgd3	ENSG00000127084	FGD3
ENSMUSG00000020739	Nup85	ENSG00000125450	NUP85
ENSMUSG00000036840	Siah1a	ENSG00000196470	SIAH1
ENSMUSG00000028850	Gpatch3	ENSG00000198746	GPATCH3
ENSMUSG00000039968	Rsbn1l	ENSG00000187257	RSBN1L
ENSMUSG00000023992	Trem2	ENSG00000095970	TREM2
ENSMUSG00000051682	Treml4	ENSG00000188056	TREML4
ENSMUSG00000020513	Tubd1	ENSG00000108423	TUBD1
ENSMUSG00000022809	Nr1i2	ENSG00000144852	NR1I2
ENSMUSG00000022992	Kansl2	ENSG00000139620	KANSL2
ENSMUSG00000027774	Gfm1	ENSG00000168827	GFM1
ENSMUSG00000068479	Mfap1a	ENSG00000140259	MFAP1
ENSMUSG00000053094	Tmem248	ENSG00000106609	TMEM248
ENSMUSG00000030731	Syt3	ENSG00000213023	SYT3
ENSMUSG00000045790	Ccdc149	ENSG00000181982	CCDC149
ENSMUSG00000031790	Mmp15	ENSG00000102996	MMP15
ENSMUSG00000011148	Adssl1	ENSG00000185100	ADSSL1
ENSMUSG00000025366	Esyt1	ENSG00000139641	ESYT1
ENSMUSG00000056608	Chd9	ENSG00000177200	CHD9
ENSMUSG00000024319	Vps52	ENSG00000223501	VPS52
ENSMUSG00000022371	Col14a1	ENSG00000187955	COL14A1
ENSMUSG00000021277	Traf3	ENSG00000131323	TRAF3
ENSMUSG00000024983	Vti1a	ENSG00000151532	VTI1A
ENSMUSG00000027099	Mtx2	ENSG00000128654	MTX2
ENSMUSG00000048832	Vps37c	ENSG00000167987	VPS37C
ENSMUSG00000034263	Ints14	ENSG00000138614	INTS14
ENSMUSG00000001056	Nhp2	ENSG00000145912	NHP2
ENSMUSG00000034930	Rtkn	ENSG00000114993	RTKN
ENSMUSG00000044469	Tnfaip8l1	ENSG00000185361	TNFAIP8L1
ENSMUSG00000049550	Clip1	ENSG00000130779	CLIP1
ENSMUSG00000020134	Peli1	ENSG00000197329	PELI1
ENSMUSG00000050910	Cdr2l	ENSG00000109089	CDR2L
ENSMUSG00000005615	Pcyt1a	ENSG00000161217	PCYT1A
ENSMUSG00000004032	Gstm5	ENSG00000134202	GSTM3
ENSMUSG00000071253	Slc25a16	ENSG00000122912	SLC25A16
ENSMUSG00000052917	Senp7	ENSG00000138468	SENP7
ENSMUSG00000073878	Gm13304	ENSG00000137077	CCL21
ENSMUSG00000039298	Cdk5rap2	ENSG00000136861	CDK5RAP2
ENSMUSG00000025580	Eif4a3	ENSG00000141543	EIF4A3
ENSMUSG00000063232	Serpina11	ENSG00000186910	SERPINA11
ENSMUSG00000020572	Nampt	ENSG00000105835	NAMPT
ENSMUSG00000043962	Thrap3	ENSG00000054118	THRAP3
ENSMUSG00000049658	Bdp1	ENSG00000145734	BDP1
ENSMUSG00000062232	Rapgef2	ENSG00000109756	RAPGEF2
ENSMUSG00000028309	Rnf20	ENSG00000155827	RNF20
ENSMUSG00000056185	Snx32	ENSG00000172803	SNX32
ENSMUSG00000078154	Gm12184	ENSG00000111328	CDK2AP1
ENSMUSG00000043671	Dpy19l3	ENSG00000178904	DPY19L3
ENSMUSG00000031754	Nudt21	ENSG00000167005	NUDT21
ENSMUSG00000003308	Keap1	ENSG00000079999	KEAP1
ENSMUSG00000020770	Unk	ENSG00000132478	UNK
ENSMUSG00000042558	Adprhl2	ENSG00000116863	ADPRHL2
ENSMUSG00000048310	Pskh1	ENSG00000159792	PSKH1
ENSMUSG00000028402	Mpdz	ENSG00000107186	MPDZ
ENSMUSG00000031666	Rbl2	ENSG00000103479	RBL2
ENSMUSG00000032547	Ryk	ENSG00000163785	RYK
ENSMUSG00000025782	Taf3	ENSG00000165632	TAF3
ENSMUSG00000022234	Cct5	ENSG00000150753	CCT5
ENSMUSG00000039199	Zdhhc1	ENSG00000159714	ZDHHC1
ENSMUSG00000022383	Ppara	ENSG00000186951	PPARA
ENSMUSG00000067713	Prkag1	ENSG00000181929	PRKAG1
ENSMUSG00000023919	Cenpq	ENSG00000031691	CENPQ
ENSMUSG00000033405	Nudt15	ENSG00000136159	NUDT15
ENSMUSG00000052296	Ppp6r1	ENSG00000105063	PPP6R1
ENSMUSG00000072582	Ptrh2	ENSG00000141378	PTRH2
ENSMUSG00000096826	Ccl27b	ENSG00000213927	CCL27
ENSMUSG00000032413	Rasa2	ENSG00000155903	RASA2
ENSMUSG00000020918	Kat2a	ENSG00000108773	KAT2A
ENSMUSG00000033323	Ctdp1	ENSG00000060069	CTDP1
ENSMUSG00000029003	Mad2l2	ENSG00000116670	MAD2L2
ENSMUSG00000020100	Slc29a3	ENSG00000198246	SLC29A3
ENSMUSG00000019810	Fuca2	ENSG00000001036	FUCA2
ENSMUSG00000111184	Gm49661	ENSG00000284491	THSD8
ENSMUSG00000027667	Zfp639	ENSG00000121864	ZNF639
ENSMUSG00000022394	L3mbtl2	ENSG00000100395	L3MBTL2
ENSMUSG00000030337	Vamp1	ENSG00000139190	VAMP1
ENSMUSG00000029208	Guf1	ENSG00000151806	GUF1
ENSMUSG00000044026	Slc35g1	ENSG00000176273	SLC35G1
ENSMUSG00000093769	Hist2h3c1	ENSG00000203852	HIST2H3A
ENSMUSG00000029695	Aass	ENSG00000008311	AASS
ENSMUSG00000022378	Fam49b	ENSG00000153310	FAM49B
ENSMUSG00000039463	Slc9a8	ENSG00000197818	SLC9A8
ENSMUSG00000022120	Rnf219	ENSG00000152193	OBI1
ENSMUSG00000030738	Eif3c	ENSG00000205609	EIF3CL
ENSMUSG00000074305	Peak1	ENSG00000173517	PEAK1
ENSMUSG00000020485	Supt4a	ENSG00000213246	SUPT4H1
ENSMUSG00000018068	Ints2	ENSG00000108506	INTS2
ENSMUSG00000028277	Ube2j1	ENSG00000198833	UBE2J1
ENSMUSG00000063316	Rpl27	ENSG00000131469	RPL27
ENSMUSG00000024501	Dpysl3	ENSG00000113657	DPYSL3
ENSMUSG00000057236	Rbbp4	ENSG00000162521	RBBP4
ENSMUSG00000030058	Copg1	ENSG00000181789	COPG1
ENSMUSG00000008393	Carhsp1	ENSG00000153048	CARHSP1
ENSMUSG00000032059	Alg9	ENSG00000086848	ALG9
ENSMUSG00000032059	Alg9	ENSG00000258529	
ENSMUSG00000018923	Med11	ENSG00000161920	MED11
ENSMUSG00000021259	Cyp46a1	ENSG00000036530	CYP46A1
ENSMUSG00000057396	Zfp759	ENSG00000213799	ZNF845
ENSMUSG00000008384	Sertad1	ENSG00000197019	SERTAD1
ENSMUSG00000019539	Rcn3	ENSG00000142552	RCN3
ENSMUSG00000028560	Usp1	ENSG00000162607	USP1
ENSMUSG00000025453	Nnt	ENSG00000112992	NNT
ENSMUSG00000030036	Mogs	ENSG00000115275	MOGS
ENSMUSG00000033739	Fkbpl	ENSG00000204315	FKBPL
ENSMUSG00000001918	Slc1a5	ENSG00000105281	SLC1A5
ENSMUSG00000031787	Katnb1	ENSG00000140854	KATNB1
ENSMUSG00000020652	Cenpo	ENSG00000138092	CENPO
ENSMUSG00000096472	Cdkn2d	ENSG00000129355	CDKN2D
ENSMUSG00000038000	Acd	ENSG00000102977	ACD
ENSMUSG00000018654	Ikzf1	ENSG00000185811	IKZF1
ENSMUSG00000032180	Tmed1	ENSG00000099203	TMED1
ENSMUSG00000013973	Dedd	ENSG00000158796	DEDD
ENSMUSG00000018474	Chd3	ENSG00000170004	CHD3
ENSMUSG00000038034	Igsf8	ENSG00000162729	IGSF8
ENSMUSG00000023039	Krt7	ENSG00000135480	KRT7
ENSMUSG00000001134	Uxt	ENSG00000126756	UXT
ENSMUSG00000027435	Cd93	ENSG00000125810	CD93
ENSMUSG00000062488	Ifit3b	ENSG00000119917	IFIT3
ENSMUSG00000004929	Thop1	ENSG00000172009	THOP1
ENSMUSG00000050377	Il31ra	ENSG00000164509	IL31RA
ENSMUSG00000048368	Omd	ENSG00000127083	OMD
ENSMUSG00000000386	Mx1	ENSG00000157601	MX1
ENSMUSG00000037204	Atg101	ENSG00000123395	ATG101
ENSMUSG00000033287	Kctd17	ENSG00000100379	KCTD17
ENSMUSG00000112129	Pbld1	ENSG00000108187	PBLD
ENSMUSG00000036061	Smug1	ENSG00000123415	SMUG1
ENSMUSG00000054863	Tafa5	ENSG00000219438	TAFA5
ENSMUSG00000041445	Mmrn2	ENSG00000173269	MMRN2
ENSMUSG00000034687	Fras1	ENSG00000138759	FRAS1
ENSMUSG00000006235	Epor	ENSG00000187266	EPOR
ENSMUSG00000068732	Tmem167b	ENSG00000215717	TMEM167B
ENSMUSG00000024978	Gpam	ENSG00000119927	GPAM
ENSMUSG00000054612	Mgmt	ENSG00000170430	MGMT
ENSMUSG00000022967	Ifnar1	ENSG00000142166	IFNAR1
ENSMUSG00000071337	Tia1	ENSG00000116001	TIA1
ENSMUSG00000020736	Nt5c	ENSG00000125458	NT5C
ENSMUSG00000079555	Haus3	ENSG00000214367	HAUS3
ENSMUSG00000042570	Mier2	ENSG00000105556	MIER2
ENSMUSG00000002804	Nudt14	ENSG00000183828	NUDT14
ENSMUSG00000021136	Smoc1	ENSG00000198732	SMOC1
ENSMUSG00000006471	Ndor1	ENSG00000188566	NDOR1
ENSMUSG00000016940	Kctd2	ENSG00000180901	KCTD2
ENSMUSG00000031399	Fam3a	ENSG00000071889	FAM3A
ENSMUSG00000020038	Cry1	ENSG00000008405	CRY1
ENSMUSG00000020899	Pfas	ENSG00000178921	PFAS
ENSMUSG00000053128	Rnf26	ENSG00000173456	RNF26
ENSMUSG00000070034	Sp110	ENSG00000135899	SP110
ENSMUSG00000031657	Heatr3	ENSG00000155393	HEATR3
ENSMUSG00000028603	Scp2	ENSG00000116171	SCP2
ENSMUSG00000055546	Timd4	ENSG00000145850	TIMD4
ENSMUSG00000020019	Ntn4	ENSG00000074527	NTN4
ENSMUSG00000043391	2510009E07Rik	ENSG00000187068	C3orf70
ENSMUSG00000025888	Casp1	ENSG00000137752	CASP1
ENSMUSG00000025888	Casp1	ENSG00000255221	CARD17
ENSMUSG00000025888	Casp1	ENSG00000204397	CARD16
ENSMUSG00000034201	Gas2l1	ENSG00000185340	GAS2L1
ENSMUSG00000001240	Ramp2	ENSG00000131477	RAMP2
ENSMUSG00000038260	Trpm4	ENSG00000130529	TRPM4
ENSMUSG00000026463	Atp2b4	ENSG00000058668	ATP2B4
ENSMUSG00000003531	Dgcr6	ENSG00000278817	
ENSMUSG00000025162	Csnk1d	ENSG00000141551	CSNK1D
ENSMUSG00000051403	Ppp1r37	ENSG00000104866	PPP1R37
ENSMUSG00000024862	Klc2	ENSG00000174996	KLC2
ENSMUSG00000023018	Smarcd1	ENSG00000066117	SMARCD1
ENSMUSG00000048280	Zfp738	ENSG00000197472	ZNF695
ENSMUSG00000048280	Zfp738	ENSG00000181450	ZNF678
ENSMUSG00000040857	Erf	ENSG00000105722	ERF
ENSMUSG00000025134	Alyref	ENSG00000183684	ALYREF
ENSMUSG00000020022	Ndufa12	ENSG00000184752	NDUFA12
ENSMUSG00000048440	Cyp4f16	ENSG00000186526	CYP4F8
ENSMUSG00000028953	Abcf2	ENSG00000033050	ABCF2
ENSMUSG00000028953	Abcf2	ENSG00000285292	ABCF2
ENSMUSG00000062209	Erbb4	ENSG00000178568	ERBB4
ENSMUSG00000038047	Haus6	ENSG00000147874	HAUS6
ENSMUSG00000046404	Yod1	ENSG00000180667	YOD1
ENSMUSG00000038167	Plekhg6	ENSG00000008323	PLEKHG6
ENSMUSG00000058818	Pirb	ENSG00000244482	LILRA6
ENSMUSG00000058818	Pirb	ENSG00000204577	LILRB3
ENSMUSG00000058818	Pirb	ENSG00000105609	LILRB5
ENSMUSG00000058818	Pirb	ENSG00000131042	LILRB2
ENSMUSG00000058818	Pirb	ENSG00000187116	LILRA5
ENSMUSG00000058818	Pirb	ENSG00000239961	LILRA4
ENSMUSG00000058818	Pirb	ENSG00000239998	LILRA2
ENSMUSG00000058818	Pirb	ENSG00000104974	LILRA1
ENSMUSG00000058818	Pirb	ENSG00000104972	LILRB1
ENSMUSG00000058818	Pirb	ENSG00000186818	LILRB4
ENSMUSG00000013701	Timm23	ENSG00000204152	TIMM23B
ENSMUSG00000020105	Lrig3	ENSG00000139263	LRIG3
ENSMUSG00000029061	Mmp23	ENSG00000189409	MMP23B
ENSMUSG00000074417	Gm14548	ENSG00000244482	LILRA6
ENSMUSG00000074417	Gm14548	ENSG00000204577	LILRB3
ENSMUSG00000074417	Gm14548	ENSG00000105609	LILRB5
ENSMUSG00000074417	Gm14548	ENSG00000131042	LILRB2
ENSMUSG00000074417	Gm14548	ENSG00000187116	LILRA5
ENSMUSG00000074417	Gm14548	ENSG00000239961	LILRA4
ENSMUSG00000074417	Gm14548	ENSG00000239998	LILRA2
ENSMUSG00000074417	Gm14548	ENSG00000104974	LILRA1
ENSMUSG00000074417	Gm14548	ENSG00000104972	LILRB1
ENSMUSG00000074417	Gm14548	ENSG00000186818	LILRB4
ENSMUSG00000030082	Sec61a1	ENSG00000058262	SEC61A1
ENSMUSG00000052406	Rexo4	ENSG00000148300	REXO4
ENSMUSG00000013089	Etv5	ENSG00000244405	ETV5
ENSMUSG00000030545	Pex11a	ENSG00000166821	PEX11A
ENSMUSG00000031577	Tti2	ENSG00000129696	TTI2
ENSMUSG00000037395	Rcor3	ENSG00000117625	RCOR3
ENSMUSG00000022125	Cln5	ENSG00000283208	
ENSMUSG00000022125	Cln5	ENSG00000102805	CLN5
