Geneid	Length	hisat2_aligned/FFA-control-1_S10.bam	hisat2_aligned/FFA-control-2_S11.bam	hisat2_aligned/FFA-control-3_S12.bam	hisat2_aligned/TEADap-inh-1_S13.bam	hisat2_aligned/TEADap-inh-2_S14.bam	hisat2_aligned/TEADsf-inh-1_S16.bam	hisat2_aligned/TEADsf-inh-2_S17.bam	hisat2_aligned/TEADsf-inh-3_S18.bam
ENSG00000275552	2671	5	14	4	8	4	6	6	8
ENSG00000242061	438	0	0	0	0	0	0	0	0
ENSG00000258458	3254	1	0	0	2	0	1	1	1
ENSG00000235213	923	0	0	0	0	0	0	0	0
ENSG00000258823	767	0	0	0	0	0	0	0	0
ENSG00000212302	69	0	0	0	0	0	0	0	0
ENSG00000155463	4498	902	843	148	876	966	771	897	1488
ENSG00000199716	100	0	0	0	0	0	0	0	0
ENSG00000197324	7118	1836	1700	362	1862	1712	1594	1795	2962
ENSG00000139890	2240	0	1	0	0	2	2	3	1
ENSG00000100461	14022	343	348	59	359	356	315	336	591
ENSG00000237054	3194	1	3	1	1	2	2	1	3
ENSG00000100462	3276	281	281	40	302	341	270	288	524
ENSG00000259132	835	0	0	0	0	0	0	0	0
ENSG00000129474	5885	739	759	150	525	492	422	417	705
ENSG00000258457	1462	4	3	1	5	8	5	8	6
ENSG00000100802	4257	28	18	6	38	34	22	28	45
ENSG00000280129	1625	1	0	0	0	1	0	0	0
ENSG00000100804	1549	868	865	93	1028	929	734	824	1327
ENSG00000279656	1135	5	3	0	6	5	3	3	4
ENSG00000222028	1849	0	0	0	0	0	0	0	0
ENSG00000179933	2930	263	252	34	326	330	256	302	531
ENSG00000283654	3229	0	0	0	0	0	0	1	0
ENSG00000240131	156	0	0	0	0	0	0	0	0
ENSG00000235194	5550	53	46	8	37	40	47	54	67
ENSG00000100842	3236	3	2	1	1	2	0	0	7
ENSG00000259018	285	0	0	0	0	0	0	0	0
ENSG00000166091	2910	0	0	0	1	0	0	0	0
ENSG00000092054	6027	0	0	0	0	0	0	0	0
ENSG00000258444	207	0	0	0	0	0	0	0	0
ENSG00000157306	5097	11	13	1	13	6	7	9	9
ENSG00000273618	1686	0	0	0	0	0	0	0	0
ENSG00000259431	2894	46	33	4	50	39	29	46	56
ENSG00000213983	6897	439	357	73	457	424	360	413	730
ENSG00000258727	3243	76	55	14	45	57	52	66	103
ENSG00000274002	812	34	22	8	32	49	47	41	47
ENSG00000258464	3968	0	0	0	0	0	0	0	0
ENSG00000259043	1915	0	0	0	0	0	0	0	0
ENSG00000270618	1013	0	0	0	0	0	0	0	0
ENSG00000222931	307	0	0	0	0	0	0	0	0
ENSG00000258887	472	0	0	0	0	0	0	0	0
ENSG00000285727	809	2	1	0	0	0	1	0	0
ENSG00000259334	937	0	0	0	0	0	1	0	0
ENSG00000157326	2157	161	177	18	139	153	148	199	273
ENSG00000211851	62	0	0	0	0	0	0	0	0
ENSG00000212335	113	0	0	0	0	0	0	0	0
ENSG00000100721	2256	0	0	0	0	0	0	0	0
ENSG00000257275	3017	0	0	0	0	0	0	1	0
ENSG00000258516	1080	0	0	0	0	0	0	0	0
ENSG00000271358	282	0	0	0	0	0	0	0	0
ENSG00000258742	2088	0	0	0	0	0	0	0	0
ENSG00000258499	1384	0	0	0	0	0	0	0	0
ENSG00000100604	3024	0	0	0	0	0	0	1	0
ENSG00000100605	6790	507	461	99	458	500	465	512	856
ENSG00000258730	4701	0	0	0	0	0	0	0	0
ENSG00000258595	400	6	8	1	5	5	2	2	5
ENSG00000165943	2529	473	449	54	437	399	424	409	693
ENSG00000153485	2455	81	58	9	63	76	57	69	100
ENSG00000259066	920	1	0	0	0	1	0	1	0
ENSG00000170270	1125	79	82	5	76	71	60	71	133
ENSG00000012963	3509	174	212	30	185	190	162	176	278
ENSG00000240096	542	1	0	0	0	0	0	1	0
ENSG00000241499	314	0	0	0	0	0	0	0	0
ENSG00000258668	229	0	0	0	0	0	0	0	0
ENSG00000100601	2847	69	55	9	65	68	42	57	92
ENSG00000239272	490	0	1	1	3	0	1	1	0
ENSG00000258917	787	0	0	0	0	0	0	0	0
ENSG00000119705	2631	225	260	17	296	291	252	240	402
ENSG00000063761	5293	90	73	20	73	71	70	69	123
ENSG00000199440	113	0	0	0	0	0	0	0	0
ENSG00000258795	423	0	0	0	0	0	0	0	0
ENSG00000176605	1416	0	0	0	0	0	0	0	0
ENSG00000237342	479	0	0	0	0	0	0	0	0
ENSG00000278990	900	0	0	0	0	0	0	0	0
ENSG00000259119	1851	0	0	0	0	0	0	0	0
ENSG00000259113	502	0	0	0	0	0	0	0	0
ENSG00000201573	102	0	0	0	0	0	0	0	0
ENSG00000273675	824	0	0	0	0	0	0	0	0
ENSG00000258577	222	0	0	0	0	0	0	0	0
ENSG00000151748	5605	201	166	43	156	186	159	144	308
ENSG00000243103	291	1	1	0	1	0	0	1	0
ENSG00000269906	668	9	2	2	14	9	4	10	12
ENSG00000258491	1169	0	0	0	0	0	0	0	0
ENSG00000270062	496	2	3	1	1	2	2	1	2
ENSG00000258843	392	0	0	0	0	0	0	1	0
ENSG00000285747	2430	0	0	0	0	0	0	0	0
ENSG00000252945	88	0	0	0	0	0	0	0	0
ENSG00000258687	174	0	0	0	0	0	0	0	0
ENSG00000100504	4546	1652	1629	244	1434	1409	1332	1408	2305
ENSG00000131969	4551	0	0	0	0	0	0	0	0
ENSG00000258745	535	0	1	0	1	0	1	4	0
ENSG00000258711	4714	0	1	0	0	0	0	0	0
ENSG00000258587	571	0	0	0	0	0	0	0	0
ENSG00000119689	4548	1523	1353	275	1538	1681	1408	1445	2590
ENSG00000198208	7526	109	117	19	110	90	91	119	177
ENSG00000119630	5804	11	4	1	1	6	1	5	11
ENSG00000119718	5436	282	251	36	306	334	229	292	455
ENSG00000258646	489	0	0	0	0	1	1	0	1
ENSG00000279594	1583	4	0	2	2	2	1	1	1
ENSG00000119684	8358	112	138	27	134	154	125	149	240
ENSG00000206924	107	0	0	0	0	0	0	0	0
ENSG00000119640	1803	17	19	2	21	27	12	18	44
ENSG00000119703	8738	15	14	1	20	19	9	18	20
ENSG00000258978	175	0	0	0	0	0	0	0	0
ENSG00000259138	367	0	0	0	0	0	1	1	0
ENSG00000170348	4956	2239	2027	321	2306	2195	2046	2117	3669
ENSG00000252013	89	0	0	0	0	0	0	0	0
ENSG00000287668	1653	0	0	0	0	0	0	0	0
ENSG00000100665	1987	1902	1640	255	1603	1666	1562	1849	2842
ENSG00000188488	3751	780	774	126	406	467	601	663	948
ENSG00000273259	3067	9	11	0	6	7	3	8	16
ENSG00000288028	1196	1	1	0	0	0	0	0	0
ENSG00000196136	5000	52	135	19	113	49	75	53	136
ENSG00000259140	657	0	0	0	0	0	0	0	0
ENSG00000239269	888	1	0	0	0	1	0	0	0
ENSG00000285205	4588	0	0	0	0	0	0	0	0
ENSG00000240914	615	7	3	0	7	4	5	7	11
ENSG00000274379	482	0	0	0	0	0	0	0	0
ENSG00000258805	1154	0	0	0	0	0	0	0	0
ENSG00000100528	5019	1350	1365	201	1376	1341	1281	1245	2111
ENSG00000258753	385	0	0	0	0	0	0	0	0
ENSG00000197045	7796	1395	1239	181	1432	1388	1238	1297	2178
ENSG00000020577	12333	859	738	179	601	724	679	812	1276
ENSG00000252019	116	0	0	0	0	0	0	0	0
ENSG00000265432	81	0	0	0	0	0	0	0	1
ENSG00000258872	1013	3	3	6	1	4	2	1	4
ENSG00000198554	6386	29	32	5	34	15	25	18	33
ENSG00000233924	875	0	0	0	0	0	0	0	0
ENSG00000187105	4209	19	18	4	28	25	24	30	36
ENSG00000139926	9416	91	71	17	150	90	83	83	136
ENSG00000156411	3415	401	388	26	507	478	337	400	682
ENSG00000100867	7527	107	66	15	63	63	65	90	165
ENSG00000119655	2584	986	908	91	1197	1101	948	1000	1633
ENSG00000100603	2432	419	389	50	515	530	362	399	741
ENSG00000179454	8071	98	97	25	92	98	81	100	142
ENSG00000166428	3020	0	0	0	0	0	0	0	0
ENSG00000258899	912	0	0	0	0	0	0	0	0
ENSG00000176246	939	0	0	0	0	0	0	0	0
ENSG00000252999	98	0	0	0	0	0	0	0	0
ENSG00000258641	911	0	0	0	0	0	0	0	0
ENSG00000259074	514	0	0	0	0	0	0	0	0
ENSG00000259095	182	0	0	0	0	0	0	0	0
ENSG00000258468	968	0	0	0	0	0	0	0	0
ENSG00000284742	374	0	0	0	0	0	0	0	0
ENSG00000176219	993	0	0	0	0	0	0	0	0
ENSG00000258806	945	0	0	0	0	0	0	0	0
ENSG00000136319	9672	48	45	13	64	62	49	46	88
ENSG00000258768	3829	0	0	0	0	0	0	1	2
ENSG00000258459	748	0	0	0	0	2	0	1	2
ENSG00000100814	3680	470	353	67	410	442	463	476	765
ENSG00000287735	1021	0	0	0	0	0	0	0	1
ENSG00000222489	148	8	3	7	5	3	5	6	3
ENSG00000238344	77	0	0	0	0	0	0	0	0
ENSG00000259001	638	0	0	0	0	0	0	1	1
ENSG00000277209	333	0	0	0	0	0	0	0	0
ENSG00000254846	468	1	1	0	1	0	2	3	5
ENSG00000129566	11400	508	437	135	515	486	439	512	902
ENSG00000200225	112	0	0	0	0	0	0	0	0
ENSG00000185271	5509	0	0	0	0	0	0	0	0
ENSG00000092094	5031	230	184	37	250	268	246	265	382
ENSG00000258515	478	1	0	0	0	0	0	0	1
ENSG00000100823	1886	972	832	107	1005	1047	856	940	1630
ENSG00000258908	492	0	0	0	1	0	0	2	0
ENSG00000258456	1136	0	0	0	0	0	0	0	0
ENSG00000258863	845	0	0	0	0	0	0	0	0
ENSG00000188655	2710	0	0	0	0	0	0	0	0
ENSG00000259060	2467	0	0	0	0	0	0	0	0
ENSG00000258573	2769	0	0	0	0	0	0	0	0
ENSG00000239327	348	0	0	0	0	0	0	0	0
ENSG00000181803	996	0	0	0	0	0	0	0	0
ENSG00000199461	102	0	0	0	0	0	0	0	0
ENSG00000258818	2154	86	86	20	78	75	68	72	111
ENSG00000259171	1498	10	17	0	12	12	10	9	11
ENSG00000258451	915	6	0	0	0	3	2	10	6
ENSG00000259144	2104	0	1	0	0	0	0	0	0
ENSG00000258963	434	0	0	0	0	0	0	0	0
ENSG00000181562	932	0	0	0	0	0	0	0	0
ENSG00000181552	919	0	0	0	0	0	0	0	0
ENSG00000169413	844	14	9	0	12	14	5	15	25
ENSG00000258810	294	0	1	0	0	0	0	1	0
ENSG00000129538	1083	446	307	47	354	394	376	372	568
ENSG00000259130	1027	0	0	0	0	0	0	0	0
ENSG00000258642	764	0	0	0	0	0	0	0	0
ENSG00000258918	351	0	1	0	0	0	0	0	1
ENSG00000258772	449	0	0	0	0	0	0	0	0
ENSG00000169385	720	0	0	0	0	0	2	0	1
ENSG00000243817	289	0	0	0	0	0	0	0	0
ENSG00000258599	578	0	0	0	0	1	0	0	1
ENSG00000258471	1936	1	1	0	0	1	0	0	0
ENSG00000165794	1575	0	0	0	0	0	0	0	0
ENSG00000284122	73	0	0	0	0	0	0	0	0
ENSG00000179636	2475	0	0	0	0	0	1	1	7
ENSG00000258604	593	1	2	0	1	6	12	3	2
ENSG00000255472	492	0	0	0	0	0	0	0	0
ENSG00000206150	1631	1	0	0	0	0	0	0	0
ENSG00000165799	1409	3	4	1	4	3	2	4	5
ENSG00000173431	634	0	0	0	0	0	0	0	0
ENSG00000165801	8194	513	499	140	443	445	487	471	843
ENSG00000165804	6663	215	222	30	163	178	164	192	292
ENSG00000178107	358	0	0	0	0	0	0	0	0
ENSG00000258722	2049	0	0	0	0	0	0	0	0
ENSG00000200102	107	0	0	0	0	0	0	0	0
ENSG00000169327	8409	1	0	0	0	0	0	0	0
ENSG00000259102	1231	0	0	0	0	0	1	0	1
ENSG00000258906	619	0	0	0	0	0	0	0	0
ENSG00000258441	5715	291	229	94	175	139	180	146	255
ENSG00000092201	6900	830	794	128	795	759	653	691	1274
ENSG00000199436	104	0	0	0	1	0	2	0	1
ENSG00000214274	1439	1020	926	106	958	790	853	844	1422
ENSG00000259428	582	0	0	0	0	0	0	0	0
ENSG00000243904	884	0	0	0	0	1	0	0	1
ENSG00000244691	643	0	0	0	0	0	0	0	0
ENSG00000260285	4063	2	1	0	2	1	1	2	1
ENSG00000166166	3217	138	102	30	108	115	127	121	194
ENSG00000252469	62	0	0	0	0	0	0	0	0
ENSG00000258851	553	0	0	0	0	0	0	0	0
ENSG00000256500	2505	0	0	0	0	0	0	0	0
ENSG00000201184	141	0	0	0	0	0	0	0	0
ENSG00000246451	1404	0	0	0	1	0	1	0	0
ENSG00000270108	552	6	3	4	0	6	3	2	5
ENSG00000269910	535	0	0	0	0	0	0	0	0
ENSG00000269940	611	50	43	17	38	43	41	47	77
ENSG00000269958	811	70	92	14	52	68	50	67	99
ENSG00000126215	7507	24	21	2	15	15	11	12	31
ENSG00000253096	98	0	0	0	0	0	0	0	0
ENSG00000270591	475	0	0	0	0	0	0	0	0
ENSG00000202275	77	0	0	0	0	0	0	0	0
ENSG00000258175	665	0	0	0	0	0	0	0	0
ENSG00000257662	141	0	0	0	0	0	0	0	0
ENSG00000258282	487	0	0	0	0	0	0	0	0
ENSG00000257126	4522	0	0	0	0	0	0	0	0
ENSG00000257056	2248	0	0	0	0	0	0	0	0
ENSG00000257748	427	0	0	0	0	0	0	0	0
ENSG00000258065	1318	0	0	0	0	0	0	0	0
ENSG00000207164	112	0	0	0	0	0	0	0	0
ENSG00000259103	1619	0	0	0	0	0	0	0	0
ENSG00000242488	958	0	0	0	0	0	0	0	0
ENSG00000119699	5223	22	19	7	27	18	15	11	21
ENSG00000258876	580	0	0	0	0	0	0	0	0
ENSG00000258578	465	0	0	0	0	0	1	0	0
ENSG00000213176	626	0	0	0	0	0	0	0	0
ENSG00000283071	732	0	1	0	1	0	0	0	0
ENSG00000288610	780	11	4	2	1	7	7	2	5
ENSG00000259717	584	0	0	0	0	0	0	0	0
ENSG00000185215	5058	1147	1026	341	1122	1120	857	894	1618
ENSG00000259374	2285	0	0	0	0	0	0	0	0
ENSG00000259535	515	0	0	0	1	0	0	0	0
ENSG00000259525	527	0	0	0	0	0	0	0	0
ENSG00000251533	1558	1	0	0	0	1	3	1	3
ENSG00000270705	42	1	0	0	0	0	0	1	1
ENSG00000278071	777	4	3	0	2	2	1	2	2
ENSG00000242837	481	0	0	0	0	0	0	0	2
ENSG00000270938	733	3	0	0	1	0	1	2	0
ENSG00000240624	536	0	0	0	0	0	0	0	0
ENSG00000259775	694	3	0	1	3	2	2	2	2
ENSG00000272533	126	6	5	7	4	9	5	7	12
ENSG00000258933	737	0	0	0	0	0	0	0	0
ENSG00000258866	1190	0	0	0	0	0	0	0	0
ENSG00000264607	68	0	0	1	2	0	0	0	0
ENSG00000165959	15703	1177	1134	330	873	966	1025	1122	1808
ENSG00000259143	594	0	0	0	0	0	0	0	0
ENSG00000258615	181	0	0	0	0	0	0	0	0
ENSG00000287111	162	0	0	0	0	0	0	0	0
ENSG00000258630	3155	1	0	0	0	0	0	0	0
ENSG00000213159	455	0	0	0	0	0	0	0	0
ENSG00000258986	5356	0	0	0	0	0	1	0	0
ENSG00000259037	543	0	0	0	0	0	0	0	0
ENSG00000258736	723	0	0	0	0	0	0	2	0
ENSG00000260792	3816	0	0	0	0	0	0	1	0
ENSG00000265291	56	0	0	0	0	0	0	0	0
ENSG00000258858	716	1	1	0	1	0	0	0	0
ENSG00000184990	4729	298	275	41	305	298	282	317	488
ENSG00000258430	663	11	5	1	6	12	8	13	19
ENSG00000179627	3717	128	103	30	110	97	91	120	172
ENSG00000258983	905	0	0	0	0	0	0	0	0
ENSG00000222990	166	0	0	0	0	0	0	0	0
ENSG00000258789	718	0	0	0	1	0	0	0	0
ENSG00000100722	20998	762	733	128	807	772	648	646	1187
ENSG00000278576	3178	3	5	3	10	3	5	7	10
ENSG00000274492	2544	0	0	0	1	0	0	0	1
ENSG00000200653	136	0	0	0	0	0	0	0	0
ENSG00000207342	99	1	1	1	1	2	1	2	2
ENSG00000283627	490	0	0	0	0	0	0	0	0
ENSG00000258990	1076	0	0	0	0	0	0	0	0
ENSG00000165533	6257	205	173	34	199	170	183	185	309
ENSG00000203485	13627	3828	3303	765	3489	3703	3307	3763	6367
ENSG00000131979	2925	810	815	136	855	847	847	816	1466
ENSG00000261242	1096	0	1	0	0	0	0	0	1
ENSG00000205767	351	0	0	0	0	0	0	0	0
ENSG00000270878	1261	1	0	1	0	0	1	0	0
ENSG00000258800	283	0	0	0	0	0	0	0	2
ENSG00000258645	306	0	0	0	0	0	0	0	0
ENSG00000202490	102	0	0	0	0	0	0	0	0
ENSG00000206822	112	0	0	0	0	0	0	0	0
ENSG00000207172	104	0	0	0	0	0	0	0	0
ENSG00000200693	204	0	0	0	0	0	0	0	0
ENSG00000258778	1227	0	1	0	1	0	0	2	4
ENSG00000252749	62	0	0	0	0	0	0	0	0
ENSG00000258411	137	0	0	0	0	0	0	0	0
ENSG00000270912	187	0	0	0	0	0	0	0	0
ENSG00000202182	102	0	0	0	0	0	0	0	0
ENSG00000221537	102	0	0	0	0	0	0	0	0
ENSG00000214770	3351	0	0	0	0	0	0	0	0
ENSG00000284664	2071	0	0	0	0	0	0	0	0
ENSG00000271511	246	0	0	0	0	0	0	0	0
ENSG00000196273	3358	0	0	0	0	0	0	0	0
ENSG00000258717	722	0	1	0	0	0	0	0	0
ENSG00000185559	5247	0	0	0	1	0	0	0	0
ENSG00000214548	23224	29	13	10	33	10	9	6	9
ENSG00000266461	84	0	0	0	0	0	0	0	0
ENSG00000275161	204	0	0	0	0	0	0	0	0
ENSG00000274884	87	0	0	0	0	0	0	0	0
ENSG00000276919	105	0	0	0	0	0	0	0	0
ENSG00000258663	289	0	0	0	0	0	0	0	0
ENSG00000211574	98	0	0	0	0	0	0	0	0
ENSG00000207989	89	0	0	0	0	0	0	0	0
ENSG00000199151	93	0	0	0	0	0	0	0	0
ENSG00000283159	72	0	0	0	0	0	0	0	0
ENSG00000208001	114	0	0	0	0	0	0	0	0
ENSG00000207569	93	0	0	0	0	0	0	0	0
ENSG00000207608	97	0	0	0	0	0	0	0	0
ENSG00000272458	94	0	0	0	0	0	0	0	0
ENSG00000207942	82	0	0	0	0	0	0	0	0
ENSG00000225746	27506	1	0	0	2	1	1	0	0
ENSG00000276225	97	0	0	0	0	0	0	0	0
ENSG00000275662	77	0	0	0	0	0	0	0	0
ENSG00000275134	122	0	0	0	0	0	0	0	0
ENSG00000199005	75	0	0	0	0	0	0	0	0
ENSG00000202191	69	0	0	0	0	0	0	0	0
ENSG00000212384	72	0	0	0	0	0	0	0	0
ENSG00000201700	72	0	0	0	0	0	0	0	0
ENSG00000201672	75	0	0	0	0	0	0	0	0
ENSG00000272474	78	0	0	0	0	0	0	0	0
ENSG00000200215	75	0	0	0	0	0	0	0	0
ENSG00000200632	77	0	0	0	0	0	0	0	0
ENSG00000200367	74	0	0	0	0	0	0	0	0
ENSG00000201950	72	0	0	0	0	0	0	0	0
ENSG00000199575	72	0	0	0	0	0	0	0	0
ENSG00000200823	78	0	0	0	0	0	0	0	0
ENSG00000201839	75	0	0	0	0	0	0	0	0
ENSG00000200832	75	0	0	0	0	0	0	0	0
ENSG00000199798	70	0	0	0	0	0	0	0	0
ENSG00000200150	73	0	0	0	0	0	0	0	0
ENSG00000201263	72	0	0	0	0	0	0	0	0
ENSG00000199390	77	0	0	0	0	0	0	0	0
ENSG00000201240	72	0	0	0	0	0	0	0	0
ENSG00000200279	72	0	0	0	0	0	0	0	0
ENSG00000200608	75	0	0	0	0	0	0	0	0
ENSG00000202270	75	0	0	0	0	0	0	0	0
ENSG00000201247	74	0	0	0	0	0	0	0	0
ENSG00000199593	75	0	0	0	0	0	0	0	0
ENSG00000201557	72	0	0	0	0	0	0	0	0
ENSG00000199914	70	0	0	0	0	0	0	0	0
ENSG00000201569	75	0	0	0	0	0	0	0	0
ENSG00000202142	72	0	0	0	0	0	0	0	0
ENSG00000199942	75	0	0	0	0	0	0	0	0
ENSG00000201500	78	0	0	0	0	0	0	0	0
ENSG00000201036	89	0	0	0	0	0	0	0	0
ENSG00000201710	75	0	0	0	0	0	0	0	0
ENSG00000202048	72	0	0	0	0	0	0	0	0
ENSG00000272344	72	0	0	0	0	0	0	0	0
ENSG00000202293	72	0	0	0	0	0	0	0	0
ENSG00000200406	72	0	0	0	0	0	0	0	0
ENSG00000201899	72	0	0	0	0	0	0	0	0
ENSG00000200612	72	0	0	0	0	0	0	0	0
ENSG00000200413	72	0	0	0	0	0	0	0	0
ENSG00000200636	70	0	0	0	0	0	0	0	0
ENSG00000200480	72	0	0	0	0	0	0	0	0
ENSG00000201689	70	0	0	0	0	0	0	0	0
ENSG00000201318	72	0	0	0	0	0	0	0	0
ENSG00000200089	75	1	0	0	0	0	0	0	0
ENSG00000222095	74	0	0	0	0	0	0	0	0
ENSG00000222185	75	0	0	0	0	0	0	0	0
ENSG00000199088	67	0	0	0	0	0	0	0	0
ENSG00000199109	96	0	0	0	0	0	0	0	0
ENSG00000207749	63	0	0	0	0	0	0	0	0
ENSG00000198982	61	0	0	0	0	0	0	0	0
ENSG00000221745	88	0	0	0	0	0	0	0	0
ENSG00000199069	86	0	0	0	0	0	0	0	0
ENSG00000211582	88	0	0	0	0	0	0	0	0
ENSG00000207761	80	0	0	0	0	0	0	0	0
ENSG00000207762	84	0	0	0	0	0	0	0	0
ENSG00000194717	81	0	0	0	0	0	0	0	0
ENSG00000221036	78	0	0	0	0	0	0	0	0
ENSG00000212040	78	0	0	0	0	0	0	0	0
ENSG00000207743	82	0	0	0	0	0	0	0	0
ENSG00000283279	66	0	0	0	0	0	0	0	0
ENSG00000283561	80	0	0	0	0	0	0	0	0
ENSG00000207934	81	0	0	0	0	0	0	0	0
ENSG00000283556	100	0	0	0	0	0	0	0	0
ENSG00000283588	68	0	0	0	0	0	0	0	0
ENSG00000215957	83	0	0	0	0	0	0	0	0
ENSG00000221525	86	0	0	0	0	0	0	0	0
ENSG00000221614	86	0	0	0	0	0	0	0	0
ENSG00000199020	75	0	0	0	0	0	0	0	0
ENSG00000207754	84	0	0	0	0	0	0	0	0
ENSG00000202560	78	0	0	0	0	0	0	0	0
ENSG00000216099	79	0	0	0	0	0	0	0	0
ENSG00000207587	91	0	0	0	0	0	0	0	0
ENSG00000207646	97	0	0	0	0	0	0	0	0
ENSG00000207742	80	0	0	0	0	0	0	0	0
ENSG00000283170	76	0	0	0	0	0	0	0	0
ENSG00000207993	73	0	0	0	0	0	0	0	0
ENSG00000276352	66	0	0	0	0	0	0	0	0
ENSG00000208027	73	0	0	0	0	0	0	0	0
ENSG00000208004	82	0	0	0	0	0	0	0	0
ENSG00000207978	84	0	0	0	0	0	0	0	0
ENSG00000207961	102	0	0	0	0	0	0	0	0
ENSG00000199015	69	0	0	0	0	0	0	0	0
ENSG00000216179	84	0	0	0	0	0	0	0	0
ENSG00000199107	79	0	0	0	0	0	0	0	0
ENSG00000199012	91	0	0	0	0	0	0	0	0
ENSG00000199025	70	0	0	0	0	0	0	0	0
ENSG00000199092	80	0	0	0	0	0	0	0	0
ENSG00000207959	78	0	0	0	0	0	0	0	0
ENSG00000259004	962	0	0	0	0	0	0	0	0
ENSG00000286551	4960	0	0	0	0	0	0	0	0
ENSG00000277754	216	0	0	0	0	0	0	0	0
ENSG00000288252	512	0	0	0	0	0	0	0	0
ENSG00000288245	1317	0	0	0	0	0	0	0	0
ENSG00000258681	870	0	0	0	0	0	0	0	0
ENSG00000287515	2144	0	0	0	0	0	0	0	0
ENSG00000274827	4414	0	0	0	0	0	0	0	0
ENSG00000278301	1669	0	0	0	0	0	0	0	0
ENSG00000187537	2509	0	0	0	0	0	0	0	0
ENSG00000276888	2566	0	0	0	0	0	0	0	0
ENSG00000212516	107	0	0	0	0	0	0	0	0
ENSG00000257162	988	0	0	0	0	0	0	0	0
ENSG00000274649	469	0	0	0	0	0	0	0	0
ENSG00000257432	1335	0	0	0	0	0	0	0	0
ENSG00000273558	1837	0	0	0	0	0	0	0	0
ENSG00000258324	120	0	0	0	0	0	0	0	0
ENSG00000257493	411	0	0	0	0	0	0	0	0
ENSG00000257751	515	0	0	0	0	0	0	0	0
ENSG00000257846	1175	0	0	0	0	1	0	0	0
ENSG00000259069	563	0	0	0	0	0	0	0	0
ENSG00000257884	2268	0	0	0	0	0	0	0	1
ENSG00000257395	1493	0	0	0	0	0	0	0	0
ENSG00000258080	2934	0	0	0	0	0	0	0	0
ENSG00000257142	172	0	0	0	0	0	0	0	0
ENSG00000176294	3699	0	0	0	0	0	0	0	0
ENSG00000258438	948	0	0	0	0	0	0	0	0
ENSG00000176312	907	0	0	0	0	0	0	0	0
ENSG00000258564	949	0	0	0	0	0	0	0	0
ENSG00000228304	897	0	0	0	0	0	0	0	0
ENSG00000258541	684	0	0	0	0	0	0	0	0
ENSG00000259016	554	0	0	0	0	0	0	0	0
ENSG00000285467	1382	0	1	0	0	1	5	1	1
ENSG00000129535	4554	27	22	8	27	21	16	17	26
ENSG00000100889	4177	1619	1485	230	1554	1597	1504	1870	2818
ENSG00000100897	6350	889	807	149	873	908	749	929	1524
ENSG00000259371	850	0	0	0	0	0	1	0	0
ENSG00000092010	1776	949	861	98	1158	1119	903	982	1642
ENSG00000100908	1591	62	58	8	77	63	51	71	101
ENSG00000259321	747	2	3	1	2	2	2	4	5
ENSG00000100911	3582	532	513	61	642	620	563	612	974
ENSG00000283856	77	0	0	0	0	0	0	0	0
ENSG00000259529	5574	1	0	0	0	1	0	0	2
ENSG00000199804	120	0	0	0	0	0	0	0	0
ENSG00000196497	4912	21	11	6	13	11	9	14	32
ENSG00000259522	4351	1	0	0	2	3	1	0	1
ENSG00000287765	1219	0	3	0	1	1	1	0	0
ENSG00000100926	3530	60	41	11	62	66	50	67	121
ENSG00000254692	2740	1	1	0	1	0	0	1	1
ENSG00000276698	658	0	1	0	0	2	0	0	1
ENSG00000278784	1200	6	5	0	6	5	10	6	6
ENSG00000139908	1925	0	0	0	0	0	0	0	1
ENSG00000254505	2342	9	10	1	3	8	9	9	14
ENSG00000260669	3045	6	2	1	3	4	3	4	5
ENSG00000213920	1066	3	6	0	3	4	1	1	7
ENSG00000255526	1051	0	0	0	2	0	1	1	2
ENSG00000129559	3787	437	419	33	492	536	424	424	726
ENSG00000092295	3735	0	2	2	2	6	1	2	1
ENSG00000286825	1217	2	0	0	2	0	2	0	0
ENSG00000157379	4949	444	404	87	388	450	359	443	643
ENSG00000196943	6045	415	447	73	394	425	392	362	689
ENSG00000213906	3233	14	11	7	10	23	10	7	22
ENSG00000213903	4465	33	34	8	29	38	28	32	54
ENSG00000258973	930	0	1	0	0	0	0	0	0
ENSG00000129465	3229	67	62	9	69	66	65	78	138
ENSG00000283290	101	0	0	0	0	0	0	0	0
ENSG00000100968	8437	77	82	32	64	83	68	90	134
ENSG00000273639	636	0	0	0	0	0	0	0	0
ENSG00000100888	20953	479	508	146	469	542	436	492	887
ENSG00000200785	110	0	0	0	0	0	0	0	0
ENSG00000241035	358	0	0	0	1	0	0	0	0
ENSG00000258870	341	0	0	0	0	0	0	0	0
ENSG00000274475	299	0	0	0	0	0	0	0	0
ENSG00000129472	3597	147	130	31	129	128	126	124	214
ENSG00000258481	580	0	0	0	0	0	0	0	0
ENSG00000201097	106	0	0	0	0	0	0	0	0
ENSG00000286630	1359	0	0	0	0	0	0	0	0
ENSG00000140090	14777	0	0	0	0	1	0	0	0
ENSG00000100567	3107	826	761	78	891	846	716	749	1291
ENSG00000258682	576	2	1	1	3	8	8	11	16
ENSG00000180189	591	0	0	0	0	0	0	0	0
ENSG00000279636	1126	0	0	0	0	0	0	0	0
ENSG00000252782	96	1	0	0	0	0	0	0	1
ENSG00000032219	7449	579	512	68	394	406	416	401	657
ENSG00000258658	399	0	0	0	0	0	1	0	0
