GeneID_mouse	GeneSymbol_mouse	GeneID_macaque	GeneSymbol_macaque
ENSMUSG00000034889	Cactin	ENSMFAG00000000390	CACTIN
ENSMUSG00000047084	Ngrn	ENSMFAG00000045785	
ENSMUSG00000047084	Ngrn	ENSMFAG00000045760	
ENSMUSG00000036822	Topors	ENSMFAG00000000541	TOPORS
ENSMUSG00000020674	Pxdn	ENSMFAG00000039172	PXDN
ENSMUSG00000030744	Rps3	ENSMFAG00000000525	RPS3
ENSMUSG00000030744	Rps3	ENSMFAG00000001955	
ENSMUSG00000054932	Afp	ENSMFAG00000001250	AFP
ENSMUSG00000025817	Nudt5	ENSMFAG00000045740	NUDT5
ENSMUSG00000035783	Acta2	ENSMFAG00000000205	ACTA2
ENSMUSG00000090841	Myl6	ENSMFAG00000033843	
ENSMUSG00000026930	Gpsm1	ENSMFAG00000040736	GPSM1
ENSMUSG00000074781	Ube2n	ENSMFAG00000000379	
ENSMUSG00000053846	Lipg	ENSMFAG00000038227	LIPG
ENSMUSG00000021364	Elovl2	ENSMFAG00000041046	ELOVL2
ENSMUSG00000045205	Dpy19l4	ENSMFAG00000001092	DPY19L4
ENSMUSG00000023025	Larp4	ENSMFAG00000001037	
ENSMUSG00000029656	C8b	ENSMFAG00000037279	C8B
ENSMUSG00000040158	Tax1bp3	ENSMFAG00000036540	
ENSMUSG00000034327	Kctd9	ENSMFAG00000000476	KCTD9
ENSMUSG00000070394	Tmem256	ENSMFAG00000039608	
ENSMUSG00000042787	Exog	ENSMFAG00000040794	EXOG
ENSMUSG00000003161	Sri	ENSMFAG00000001735	
ENSMUSG00000028184	Adgrl2	ENSMFAG00000035421	ADGRL2
ENSMUSG00000099908	Gm28539	ENSMFAG00000040161	C22orf39
ENSMUSG00000033111	3830406C13Rik	ENSMFAG00000040189	C3orf14
ENSMUSG00000022236	Ropn1l	ENSMFAG00000000471	
ENSMUSG00000032715	Trib3	ENSMFAG00000040519	TRIB3
ENSMUSG00000038351	Sgsm2	ENSMFAG00000000154	SGSM2
ENSMUSG00000034634	Ly6d	ENSMFAG00000001135	LY6D
ENSMUSG00000028433	Ubap2	ENSMFAG00000039567	UBAP2
ENSMUSG00000002980	Bcam	ENSMFAG00000001855	BCAM
ENSMUSG00000023055	Calcoco1	ENSMFAG00000002103	CALCOCO1
ENSMUSG00000047539	Fbxo28	ENSMFAG00000000604	FBXO28
ENSMUSG00000051235	Gen1	ENSMFAG00000002080	GEN1
ENSMUSG00000024283	Wac	ENSMFAG00000001983	WAC
ENSMUSG00000022718	Dgcr8	ENSMFAG00000033708	DGCR8
ENSMUSG00000034621	Gpatch8	ENSMFAG00000039126	GPATCH8
ENSMUSG00000029061	Mmp23	ENSMFAG00000039418	MMP23B
ENSMUSG00000026853	Crat	ENSMFAG00000002439	CRAT
ENSMUSG00000032745	Gpbp1	ENSMFAG00000000066	GPBP1
ENSMUSG00000002949	Timm44	ENSMFAG00000037515	
ENSMUSG00000020898	Ctc1	ENSMFAG00000001148	CTC1
ENSMUSG00000050912	Tmem123	ENSMFAG00000036592	TMEM123
ENSMUSG00000022462	Slc38a2	ENSMFAG00000037266	SLC38A2
ENSMUSG00000025234	Arih1	ENSMFAG00000037344	ARIH1
ENSMUSG00000021733	Slc4a7	ENSMFAG00000000748	SLC4A7
ENSMUSG00000020774	Aspa	ENSMFAG00000000304	
ENSMUSG00000026307	Scly	ENSMFAG00000040528	SCLY
ENSMUSG00000002413	Braf	ENSMFAG00000001069	BRAF
ENSMUSG00000034751	Mast4	ENSMFAG00000033959	MAST4
ENSMUSG00000059447	Hadhb	ENSMFAG00000002128	
ENSMUSG00000021236	Entpd5	ENSMFAG00000001083	ENTPD5
ENSMUSG00000036639	Nudt1	ENSMFAG00000039575	NUDT1
ENSMUSG00000026174	Cnot9	ENSMFAG00000036064	
ENSMUSG00000029408	Abcb9	ENSMFAG00000002483	ABCB9
ENSMUSG00000020644	Id2	ENSMFAG00000000039	ID2
ENSMUSG00000033860	Fgg	ENSMFAG00000002159	FGG
ENSMUSG00000054065	Pkp3	ENSMFAG00000000633	PKP3
ENSMUSG00000039253	Fn3krp	ENSMFAG00000039659	FN3KRP
ENSMUSG00000006782	Cnp	ENSMFAG00000000621	CNP
ENSMUSG00000069835	Sat2	ENSMFAG00000001081	SAT2
ENSMUSG00000031618	Nr3c2	ENSMFAG00000033681	NR3C2
ENSMUSG00000022894	Adamts5	ENSMFAG00000000566	ADAMTS5
ENSMUSG00000032462	Pik3cb	ENSMFAG00000002622	PIK3CB
ENSMUSG00000058135	Gstm1	ENSMFAG00000000548	GSTM1
ENSMUSG00000026927	Entr1	ENSMFAG00000040249	ENTR1
ENSMUSG00000073412	Lst1	ENSMFAG00000040777	LST1
ENSMUSG00000035027	Map2k2	ENSMFAG00000039192	MAP2K2
ENSMUSG00000021546	Hnrnpk	ENSMFAG00000033870	
ENSMUSG00000021546	Hnrnpk	ENSMFAG00000042755	
ENSMUSG00000039756	Dnttip2	ENSMFAG00000001524	
ENSMUSG00000035234	Abraxas1	ENSMFAG00000000267	ABRAXAS1
ENSMUSG00000000378	Ccm2	ENSMFAG00000001936	CCM2
ENSMUSG00000003865	Gys1	ENSMFAG00000001131	GYS1
ENSMUSG00000064351	mt-Co1	ENSMFAG00000046417	
ENSMUSG00000018040	Rrp7a	ENSMFAG00000042855	
ENSMUSG00000053559	Smagp	ENSMFAG00000045748	SMAGP
ENSMUSG00000006057	Atp5g1	ENSMFAG00000035377	
ENSMUSG00000021427	Ssr1	ENSMFAG00000039497	SSR1
ENSMUSG00000037525	Bcdin3d	ENSMFAG00000038249	BCDIN3D
ENSMUSG00000074656	Eif2s2	ENSMFAG00000000300	
ENSMUSG00000074656	Eif2s2	ENSMFAG00000036151	
ENSMUSG00000022615	Tymp	ENSMFAG00000045728	TYMP
ENSMUSG00000024066	Xdh	ENSMFAG00000002614	XDH
ENSMUSG00000026791	Slc2a8	ENSMFAG00000000131	SLC2A8
ENSMUSG00000018401	Mtmr4	ENSMFAG00000036523	MTMR4
ENSMUSG00000041124	Msantd4	ENSMFAG00000034061	
ENSMUSG00000001670	Tat	ENSMFAG00000040591	TAT
ENSMUSG00000007041	Clic1	ENSMFAG00000041076	
ENSMUSG00000032733	Snx33	ENSMFAG00000002189	SNX33
ENSMUSG00000019471	Cdc37	ENSMFAG00000037601	CDC37
ENSMUSG00000026691	Fmo3	ENSMFAG00000039471	FMO3
ENSMUSG00000037656	Slc20a2	ENSMFAG00000000865	SLC20A2
ENSMUSG00000026042	Col5a2	ENSMFAG00000045841	COL5A2
ENSMUSG00000022760	Thap7	ENSMFAG00000002469	THAP7
ENSMUSG00000062421	Arf2	ENSMFAG00000036315	
ENSMUSG00000021079	Timm9	ENSMFAG00000002017	TIMM9
ENSMUSG00000033845	Mrpl15	ENSMFAG00000000491	MRPL15
ENSMUSG00000051238	Swsap1	ENSMFAG00000040323	SWSAP1
ENSMUSG00000025877	Hk3	ENSMFAG00000000149	HK3
ENSMUSG00000037971	1110032A03Rik	ENSMFAG00000000736	
ENSMUSG00000022969	Il10rb	ENSMFAG00000039028	IL10RB
ENSMUSG00000028266	Lmo4	ENSMFAG00000034077	LMO4
ENSMUSG00000024180	Tmem8	ENSMFAG00000001752	TMEM8A
ENSMUSG00000012114	Med15	ENSMFAG00000037245	MED15
ENSMUSG00000001473	Tubb6	ENSMFAG00000040002	TUBB6
ENSMUSG00000027222	Pex16	ENSMFAG00000002349	PEX16
ENSMUSG00000038762	Abcf1	ENSMFAG00000001346	ABCF1
ENSMUSG00000091867	Cyp2a22	ENSMFAG00000037343	
ENSMUSG00000097328	Tnfsf12	ENSMFAG00000002034	TNFSF12
ENSMUSG00000027495	Fam210b	ENSMFAG00000001096	
ENSMUSG00000027495	Fam210b	ENSMFAG00000001924	FAM210B
ENSMUSG00000079283	2310009B15Rik	ENSMFAG00000001268	C1orf53
ENSMUSG00000022678	Nde1	ENSMFAG00000000424	
ENSMUSG00000021660	Btf3	ENSMFAG00000000594	BTF3
ENSMUSG00000048865	Arhgap30	ENSMFAG00000000715	ARHGAP30
ENSMUSG00000029621	Arpc1a	ENSMFAG00000000755	
ENSMUSG00000062054	Iah1	ENSMFAG00000039055	IAH1
ENSMUSG00000025500	Lmntd2	ENSMFAG00000033590	LMNTD2
ENSMUSG00000021395	Spin1	ENSMFAG00000002525	SPIN1
ENSMUSG00000045482	Trrap	ENSMFAG00000039475	TRRAP
ENSMUSG00000042901	Aida	ENSMFAG00000002217	
ENSMUSG00000078762	Haus5	ENSMFAG00000001988	HAUS5
ENSMUSG00000020492	Ska2	ENSMFAG00000040585	
ENSMUSG00000020553	Pctp	ENSMFAG00000000618	PCTP
ENSMUSG00000021870	Slmap	ENSMFAG00000038300	SLMAP
ENSMUSG00000036371	Serbp1	ENSMFAG00000036635	SERBP1
ENSMUSG00000061024	Rrs1	ENSMFAG00000042747	RRS1
ENSMUSG00000037946	Fgd3	ENSMFAG00000002491	FGD3
ENSMUSG00000023919	Cenpq	ENSMFAG00000045783	
ENSMUSG00000041762	Gpr155	ENSMFAG00000035341	GPR155
ENSMUSG00000009076	Zmat5	ENSMFAG00000040309	ZMAT5
ENSMUSG00000021037	Ahsa1	ENSMFAG00000039530	AHSA1
ENSMUSG00000079555	Haus3	ENSMFAG00000034116	HAUS3
ENSMUSG00000006281	Tep1	ENSMFAG00000001130	TEP1
ENSMUSG00000001300	Efnb2	ENSMFAG00000034043	EFNB2
ENSMUSG00000058587	Tmod3	ENSMFAG00000001968	TMOD3
ENSMUSG00000047547	Cltb	ENSMFAG00000001544	CLTB
ENSMUSG00000071648	Rom1	ENSMFAG00000002310	ROM1
ENSMUSG00000031865	Dctn1	ENSMFAG00000037251	
ENSMUSG00000073878	Gm13304	ENSMFAG00000000335	
ENSMUSG00000025195	Dnmbp	ENSMFAG00000002036	DNMBP
ENSMUSG00000050195	Scd4	ENSMFAG00000040755	SCD
ENSMUSG00000025226	Fbxl15	ENSMFAG00000033584	FBXL15
ENSMUSG00000071748	Gm14698	ENSMFAG00000038341	STYX
ENSMUSG00000019899	Lama2	ENSMFAG00000039270	LAMA2
ENSMUSG00000031928	Mre11a	ENSMFAG00000039328	MRE11
ENSMUSG00000031928	Mre11a	ENSMFAG00000035446	
ENSMUSG00000026455	Klhl12	ENSMFAG00000041021	
ENSMUSG00000023088	Abcc1	ENSMFAG00000039441	
ENSMUSG00000037907	Ankrd13b	ENSMFAG00000002123	ANKRD13B
ENSMUSG00000084927	Gm5724	ENSMFAG00000039081	SLCO1A2
ENSMUSG00000062031	Pgghg	ENSMFAG00000041070	PGGHG
ENSMUSG00000093574	Gm20671	ENSMFAG00000001274	PISD
ENSMUSG00000053565	Eif3k	ENSMFAG00000033962	EIF3K
ENSMUSG00000053510	Nrd1	ENSMFAG00000036148	NRDC
ENSMUSG00000049517	Rps23	ENSMFAG00000002100	
ENSMUSG00000053841	Txlna	ENSMFAG00000041015	TXLNA
ENSMUSG00000035198	Tubg1	ENSMFAG00000040821	
ENSMUSG00000026987	Baz2b	ENSMFAG00000037367	BAZ2B
ENSMUSG00000051671	Coa6	ENSMFAG00000034136	COA6
ENSMUSG00000020255	D10Wsu102e	ENSMFAG00000039029	C12orf45
ENSMUSG00000060860	Ube2s	ENSMFAG00000001052	UBE2S
ENSMUSG00000052926	Rnaseh2a	ENSMFAG00000002011	RNASEH2A
ENSMUSG00000074283	Zfp109	ENSMFAG00000039215	ZNF233
ENSMUSG00000068252	Apol7b	ENSMFAG00000000916	
ENSMUSG00000068252	Apol7b	ENSMFAG00000036332	APOL1
ENSMUSG00000023980	Taf8	ENSMFAG00000037574	TAF8
ENSMUSG00000053175	Bcl3	ENSMFAG00000001404	BCL3
ENSMUSG00000029149	Krtcap3	ENSMFAG00000001722	KRTCAP3
ENSMUSG00000019173	Rab5c	ENSMFAG00000039627	RAB5C
ENSMUSG00000013973	Dedd	ENSMFAG00000040064	DEDD
ENSMUSG00000014905	Dnajb9	ENSMFAG00000002284	
ENSMUSG00000027997	Casp6	ENSMFAG00000034038	
ENSMUSG00000018849	Wwc1	ENSMFAG00000039601	WWC1
ENSMUSG00000001794	Capns1	ENSMFAG00000036042	
ENSMUSG00000009549	Srp14	ENSMFAG00000045703	
ENSMUSG00000031955	Bcar1	ENSMFAG00000035344	BCAR1
ENSMUSG00000054417	Cyp3a44	ENSMFAG00000039406	CYP3A43
ENSMUSG00000034911	Ushbp1	ENSMFAG00000037623	USHBP1
ENSMUSG00000079941	Gm11273	ENSMFAG00000036411	
ENSMUSG00000037997	Parp11	ENSMFAG00000002647	PARP11
ENSMUSG00000070644	Etnk2	ENSMFAG00000000571	ETNK2
ENSMUSG00000049577	Zfpm1	ENSMFAG00000036335	ZFPM1
ENSMUSG00000003778	Brd8	ENSMFAG00000039211	BRD8
ENSMUSG00000020228	Helb	ENSMFAG00000034045	HELB
ENSMUSG00000056153	Socs6	ENSMFAG00000036046	SOCS6
ENSMUSG00000002833	Hdgfl2	ENSMFAG00000000309	HDGFL2
ENSMUSG00000038812	Trmt112	ENSMFAG00000033613	
ENSMUSG00000003660	Snrnp200	ENSMFAG00000040174	SNRNP200
ENSMUSG00000024137	E4f1	ENSMFAG00000038250	E4F1
ENSMUSG00000069662	Marcks	ENSMFAG00000001414	MARCKS
ENSMUSG00000070808	Bicra	ENSMFAG00000000730	BICRA
ENSMUSG00000071645	Tut1	ENSMFAG00000000912	
ENSMUSG00000016308	Ube2a	ENSMFAG00000000307	UBE2A
ENSMUSG00000047153	Khnyn	ENSMFAG00000001200	KHNYN
ENSMUSG00000044279	Crb3	ENSMFAG00000040330	CRB3
ENSMUSG00000035623	Rsf1	ENSMFAG00000001930	RSF1
ENSMUSG00000044378	Slc15a5	ENSMFAG00000000423	SLC15A5
ENSMUSG00000040188	Scamp2	ENSMFAG00000040285	SCAMP2
ENSMUSG00000020522	Mfap3	ENSMFAG00000002609	MFAP3
ENSMUSG00000027907	S100a11	ENSMFAG00000037514	
ENSMUSG00000014294	Ndufa2	ENSMFAG00000034109	
ENSMUSG00000058355	Abce1	ENSMFAG00000038310	ABCE1
ENSMUSG00000021810	Ecd	ENSMFAG00000039372	ECD
ENSMUSG00000022299	Slc25a32	ENSMFAG00000039281	
ENSMUSG00000031231	Cox7b	ENSMFAG00000039336	
ENSMUSG00000031231	Cox7b	ENSMFAG00000039046	
ENSMUSG00000043923	Ccdc84	ENSMFAG00000002716	
ENSMUSG00000014355	Anapc1	ENSMFAG00000037630	ANAPC1
ENSMUSG00000034120	Srsf2	ENSMFAG00000040102	
ENSMUSG00000001833	Sept7	ENSMFAG00000040260	
ENSMUSG00000026458	Ppfia4	ENSMFAG00000000167	PPFIA4
ENSMUSG00000118346	Tmem179b	ENSMFAG00000037362	TMEM179B
ENSMUSG00000017831	Rab5a	ENSMFAG00000035448	
ENSMUSG00000017831	Rab5a	ENSMFAG00000002326	
ENSMUSG00000064356	mt-Atp8	ENSMFAG00000046419	
ENSMUSG00000029179	Zcchc4	ENSMFAG00000033636	ZCCHC4
ENSMUSG00000037119	Fam91a1	ENSMFAG00000000206	FAM91A1
ENSMUSG00000041351	Rap1gap	ENSMFAG00000001962	RAP1GAP
ENSMUSG00000039621	Prex1	ENSMFAG00000000258	PREX1
ENSMUSG00000059070	Rpl18	ENSMFAG00000039479	
ENSMUSG00000059070	Rpl18	ENSMFAG00000033666	
ENSMUSG00000059070	Rpl18	ENSMFAG00000040719	
ENSMUSG00000019831	Wasf1	ENSMFAG00000002297	WASF1
ENSMUSG00000030924	Rexo5	ENSMFAG00000036613	
ENSMUSG00000071632	2510002D24Rik	ENSMFAG00000040161	C22orf39
ENSMUSG00000030225	Dera	ENSMFAG00000000908	DERA
ENSMUSG00000028124	Gclm	ENSMFAG00000036066	
ENSMUSG00000051306	Usp42	ENSMFAG00000000530	USP42
ENSMUSG00000040549	Ckap5	ENSMFAG00000001378	CKAP5
ENSMUSG00000004631	Sgce	ENSMFAG00000000448	SGCE
ENSMUSG00000031696	Vps35	ENSMFAG00000001393	
ENSMUSG00000114378	Gm49355	ENSMFAG00000040189	C3orf14
ENSMUSG00000028755	Cda	ENSMFAG00000000090	CDA
ENSMUSG00000042688	Mapk6	ENSMFAG00000037559	MAPK6
ENSMUSG00000022706	Mrpl40	ENSMFAG00000001495	
ENSMUSG00000037416	Dmxl1	ENSMFAG00000040275	DMXL1
ENSMUSG00000026254	Eif4e2	ENSMFAG00000002558	EIF4E2
ENSMUSG00000024325	Ring1	ENSMFAG00000002610	RING1
ENSMUSG00000000317	Bcl6b	ENSMFAG00000042774	BCL6B
ENSMUSG00000036398	Ppp1r11	ENSMFAG00000001673	
ENSMUSG00000070436	Serpinh1	ENSMFAG00000000898	
ENSMUSG00000025875	Tspan17	ENSMFAG00000040265	TSPAN17
ENSMUSG00000020409	Slu7	ENSMFAG00000002001	
ENSMUSG00000096458	Moap1	ENSMFAG00000038233	
ENSMUSG00000059901	Adamts14	ENSMFAG00000002509	ADAMTS14
ENSMUSG00000023913	Pla2g7	ENSMFAG00000000129	PLA2G7
ENSMUSG00000027014	Cwc22	ENSMFAG00000000590	CWC22
ENSMUSG00000020876	Snx11	ENSMFAG00000001845	SNX11
ENSMUSG00000092511	Gm20547	ENSMFAG00000002495	
ENSMUSG00000032293	Ireb2	ENSMFAG00000039630	IREB2
ENSMUSG00000034259	Exosc4	ENSMFAG00000000161	EXOSC4
ENSMUSG00000020424	Castor1	ENSMFAG00000002380	CASTOR1
ENSMUSG00000031883	Car7	ENSMFAG00000042876	CA7
ENSMUSG00000052456	Asna1	ENSMFAG00000035393	GET3
ENSMUSG00000036810	Cnep1r1	ENSMFAG00000001901	CNEP1R1
ENSMUSG00000011305	Plin5	ENSMFAG00000000248	PLIN5
ENSMUSG00000061104	Sap18b	ENSMFAG00000040739	
ENSMUSG00000023938	Aars2	ENSMFAG00000037353	AARS2
ENSMUSG00000059939	9430015G10Rik	ENSMFAG00000041044	C1orf159
ENSMUSG00000026925	Inpp5e	ENSMFAG00000002592	INPP5E
ENSMUSG00000026037	Orc2	ENSMFAG00000040620	ORC2
ENSMUSG00000022747	St3gal6	ENSMFAG00000040058	ST3GAL6
ENSMUSG00000029270	Dipk1a	ENSMFAG00000000290	DIPK1A
ENSMUSG00000035171	1110059E24Rik	ENSMFAG00000000507	C9orf85
ENSMUSG00000049396	Gemin4	ENSMFAG00000037363	GEMIN4
ENSMUSG00000005299	Letm1	ENSMFAG00000001882	
ENSMUSG00000035845	Alg12	ENSMFAG00000040634	ALG12
ENSMUSG00000003072	Atp5d	ENSMFAG00000039140	ATP5F1D
ENSMUSG00000039210	Gpatch2	ENSMFAG00000000617	GPATCH2
ENSMUSG00000055322	Tns1	ENSMFAG00000041004	TNS1
ENSMUSG00000019802	Sec63	ENSMFAG00000034177	SEC63
ENSMUSG00000019362	D8Ertd738e	ENSMFAG00000033690	
ENSMUSG00000063145	Bbs5	ENSMFAG00000040347	
ENSMUSG00000029446	Psph	ENSMFAG00000001023	
ENSMUSG00000001420	Tmem79	ENSMFAG00000002046	TMEM79
ENSMUSG00000021796	Bmpr1a	ENSMFAG00000040345	BMPR1A
ENSMUSG00000030322	Mbd4	ENSMFAG00000002266	MBD4
ENSMUSG00000038102	Trappc11	ENSMFAG00000039616	TRAPPC11
ENSMUSG00000031425	Plp1	ENSMFAG00000036633	
ENSMUSG00000021371	Mcur1	ENSMFAG00000037605	MCUR1
ENSMUSG00000035759	Bbs10	ENSMFAG00000033883	BBS10
ENSMUSG00000025794	Rpl14	ENSMFAG00000045720	
ENSMUSG00000017119	Nbr1	ENSMFAG00000001301	NBR1
ENSMUSG00000054052	Rdh19	ENSMFAG00000002344	
ENSMUSG00000019066	Rab3d	ENSMFAG00000002065	RAB3D
ENSMUSG00000060450	Rnf14	ENSMFAG00000039262	RNF14
ENSMUSG00000022677	Fopnl	ENSMFAG00000000648	FOPNL
ENSMUSG00000035704	Alg8	ENSMFAG00000002110	ALG8
ENSMUSG00000020993	Trappc6b	ENSMFAG00000001450	TRAPPC6B
ENSMUSG00000018906	P4ha2	ENSMFAG00000040077	P4HA2
ENSMUSG00000068587	Mgam	ENSMFAG00000000048	MGAM
ENSMUSG00000028496	Mllt3	ENSMFAG00000036142	MLLT3
ENSMUSG00000040466	Blvrb	ENSMFAG00000040130	BLVRB
ENSMUSG00000035629	Rubcn	ENSMFAG00000001615	RUBCN
ENSMUSG00000037824	Tspan14	ENSMFAG00000045856	
ENSMUSG00000044533	Rps2	ENSMFAG00000039433	
ENSMUSG00000044533	Rps2	ENSMFAG00000001919	
ENSMUSG00000017734	Dbndd2	ENSMFAG00000002041	DBNDD2
ENSMUSG00000029563	Foxp2	ENSMFAG00000000636	FOXP2
ENSMUSG00000031617	Tmem184c	ENSMFAG00000039107	TMEM184C
ENSMUSG00000000093	Tbx2	ENSMFAG00000038998	TBX2
ENSMUSG00000025860	Xiap	ENSMFAG00000036172	XIAP
ENSMUSG00000026889	Rbm18	ENSMFAG00000000443	RBM18
ENSMUSG00000002108	Nr1h3	ENSMFAG00000002014	NR1H3
ENSMUSG00000004187	Kifc2	ENSMFAG00000002476	KIFC2
ENSMUSG00000037172	E330009J07Rik	ENSMFAG00000002632	
ENSMUSG00000069089	Cdk7	ENSMFAG00000039979	
ENSMUSG00000069089	Cdk7	ENSMFAG00000001451	CDK7
ENSMUSG00000039530	Tusc3	ENSMFAG00000039566	TUSC3
ENSMUSG00000037369	Kdm6a	ENSMFAG00000045817	KDM6A
ENSMUSG00000019997	Ccn2	ENSMFAG00000033594	
ENSMUSG00000023027	Atf1	ENSMFAG00000000109	ATF1
ENSMUSG00000029416	Slc15a4	ENSMFAG00000039467	SLC15A4
ENSMUSG00000022508	Bcl6	ENSMFAG00000001360	BCL6
ENSMUSG00000041769	Ppp2r2d	ENSMFAG00000001365	PPP2R2D
ENSMUSG00000031987	Egln1	ENSMFAG00000039962	EGLN1
ENSMUSG00000029388	Eif2b1	ENSMFAG00000000483	
ENSMUSG00000026398	Nr5a2	ENSMFAG00000036373	NR5A2
ENSMUSG00000068328	Aup1	ENSMFAG00000001636	AUP1
ENSMUSG00000020594	Pum2	ENSMFAG00000000492	PUM2
ENSMUSG00000058558	Rpl5	ENSMFAG00000037290	
ENSMUSG00000038526	Car14	ENSMFAG00000040977	CA14
ENSMUSG00000040260	Daam2	ENSMFAG00000036168	DAAM2
ENSMUSG00000043467	Zbtb37	ENSMFAG00000000705	ZBTB37
ENSMUSG00000066152	Slc31a2	ENSMFAG00000001061	SLC31A2
ENSMUSG00000020807	4933427D14Rik	ENSMFAG00000000940	KIAA0753
ENSMUSG00000006058	Snf8	ENSMFAG00000000584	SNF8
ENSMUSG00000026511	Srp9	ENSMFAG00000002641	SRP9
ENSMUSG00000032311	Nrg4	ENSMFAG00000036333	NRG4
ENSMUSG00000020160	Meis1	ENSMFAG00000042877	MEIS1
ENSMUSG00000058997	Vwa8	ENSMFAG00000036408	VWA8
ENSMUSG00000042406	Atf4	ENSMFAG00000000392	ATF4
ENSMUSG00000028788	Ptp4a2	ENSMFAG00000037626	
ENSMUSG00000013833	Med16	ENSMFAG00000002300	MED16
ENSMUSG00000021639	Gtf2h2	ENSMFAG00000035400	
ENSMUSG00000074884	Serf2	ENSMFAG00000033890	
ENSMUSG00000033623	Pcgf3	ENSMFAG00000001244	PCGF3
ENSMUSG00000033767	Tmem131l	ENSMFAG00000002070	TMEM131L
ENSMUSG00000021701	Plk2	ENSMFAG00000001077	PLK2
ENSMUSG00000023087	Noct	ENSMFAG00000002713	
ENSMUSG00000021013	Ttc8	ENSMFAG00000002219	TTC8
ENSMUSG00000026618	Iars2	ENSMFAG00000000345	IARS2
ENSMUSG00000028820	Sfpq	ENSMFAG00000000797	SFPQ
ENSMUSG00000021114	Atp6v1d	ENSMFAG00000036334	ATP6V1D
ENSMUSG00000072647	Adam1a	ENSMFAG00000034085	
ENSMUSG00000027998	Plrg1	ENSMFAG00000001816	PLRG1
ENSMUSG00000040631	Dok4	ENSMFAG00000002708	DOK4
ENSMUSG00000043940	Wdfy3	ENSMFAG00000036405	WDFY3
ENSMUSG00000039000	Ube3c	ENSMFAG00000001035	UBE3C
ENSMUSG00000000339	Rtca	ENSMFAG00000034132	
ENSMUSG00000029328	Hnrnpdl	ENSMFAG00000002275	HNRNPDL
ENSMUSG00000035413	Tmem98	ENSMFAG00000039511	
ENSMUSG00000035413	Tmem98	ENSMFAG00000000693	TMEM98
ENSMUSG00000029229	Chic2	ENSMFAG00000035340	CHIC2
ENSMUSG00000021072	Tmx1	ENSMFAG00000042769	TMX1
ENSMUSG00000066036	Ubr4	ENSMFAG00000035375	UBR4
ENSMUSG00000028948	Nol9	ENSMFAG00000001587	NOL9
ENSMUSG00000035949	Fbxw2	ENSMFAG00000039416	FBXW2
ENSMUSG00000079562	Maea	ENSMFAG00000001193	MAEA
ENSMUSG00000004233	Wars2	ENSMFAG00000001270	WARS2
ENSMUSG00000031691	Tnpo2	ENSMFAG00000037531	TNPO2
ENSMUSG00000052539	Magi3	ENSMFAG00000040138	MAGI3
ENSMUSG00000004319	Clcn3	ENSMFAG00000039959	CLCN3
ENSMUSG00000026648	Dclre1c	ENSMFAG00000000598	DCLRE1C
ENSMUSG00000030766	Arhgap17	ENSMFAG00000039049	ARHGAP17
ENSMUSG00000037411	Serpine1	ENSMFAG00000041064	SERPINE1
ENSMUSG00000109510	Gm42417	ENSMFAG00000002714	
ENSMUSG00000040724	Kcna2	ENSMFAG00000000561	KCNA2
ENSMUSG00000022867	Usp25	ENSMFAG00000039436	USP25
ENSMUSG00000032035	Ets1	ENSMFAG00000002137	ETS1
ENSMUSG00000075704	Txnrd2	ENSMFAG00000039502	
ENSMUSG00000034854	Mfsd12	ENSMFAG00000039649	MFSD12
ENSMUSG00000019528	Gyg	ENSMFAG00000039971	
ENSMUSG00000071647	Eml3	ENSMFAG00000037614	EML3
ENSMUSG00000045302	Preb	ENSMFAG00000040163	
ENSMUSG00000026576	Atp1b1	ENSMFAG00000039661	
ENSMUSG00000059022	Kcp	ENSMFAG00000035427	KCP
ENSMUSG00000051279	Gdf6	ENSMFAG00000039122	GDF6
ENSMUSG00000039294	Cybc1	ENSMFAG00000037540	
ENSMUSG00000060938	Rpl26	ENSMFAG00000037250	RPL26
ENSMUSG00000022488	Nckap1l	ENSMFAG00000001155	NCKAP1L
ENSMUSG00000048706	Lurap1l	ENSMFAG00000040734	LURAP1L
ENSMUSG00000035443	Thyn1	ENSMFAG00000039498	THYN1
ENSMUSG00000027204	Fbn1	ENSMFAG00000041075	FBN1
ENSMUSG00000013629	Cad	ENSMFAG00000036356	CAD
ENSMUSG00000032397	Tipin	ENSMFAG00000036149	
ENSMUSG00000057842	Zfp595	ENSMFAG00000001181	
ENSMUSG00000004535	Tax1bp1	ENSMFAG00000034182	TAX1BP1
ENSMUSG00000024240	Epc1	ENSMFAG00000038306	EPC1
ENSMUSG00000000168	Dlat	ENSMFAG00000039105	
ENSMUSG00000040350	Trim7	ENSMFAG00000035461	TRIM7
ENSMUSG00000027884	Clcc1	ENSMFAG00000000255	CLCC1
ENSMUSG00000020484	Xbp1	ENSMFAG00000035326	
ENSMUSG00000026632	Tatdn3	ENSMFAG00000041006	TATDN3
ENSMUSG00000028669	Pithd1	ENSMFAG00000002599	
ENSMUSG00000049532	Sall2	ENSMFAG00000002687	SALL2
ENSMUSG00000028837	Psmb2	ENSMFAG00000002319	PSMB2
ENSMUSG00000021963	Sap18	ENSMFAG00000040739	
ENSMUSG00000040699	Limd2	ENSMFAG00000002689	LIMD2
ENSMUSG00000045211	Nudt18	ENSMFAG00000001150	NUDT18
ENSMUSG00000050919	Zfp366	ENSMFAG00000001780	ZNF366
